Binomial	ID	year	popvalue
Alosa_pseudoharengus	1	1970	68
Oncorhynchus_nerka	6	1970	838982
Oncorhynchus_nerka	7	1970	20809
Oncorhynchus_nerka	8	1970	50923
Oncorhynchus_nerka	9	1970	50923
Oncorhynchus_nerka	10	1970	18256
Oncorhynchus_nerka	11	1970	892
Oncorhynchus_nerka	12	1970	8179
Oncorhynchus_nerka	13	1970	8257
Oncorhynchus_nerka	14	1970	0.1
Oncorhynchus_nerka	15	1970	70
Oncorhynchus_nerka	16	1970	29197
Oncorhynchus_nerka	17	1970	5252
Perca_flavescens	18	1970	0.784
Salmo_salar	19	1970	66.26
Sander_vitreus	20	1970	1.7588
Sander_vitreus	21	1970	0.6911
Sander_vitreus	22	1970	153.4
Balaenoptera_physalus	44	1970	4483
Balaenoptera_physalus	45	1970	1070
Gadus_macrocephalus	46	1970	11654
Parophrys_vetulus	47	1970	2745
Sebastes_alutus	48	1970	49768
Antilocapra_americana	51	1970	21300
Clethrionomys_gapperi	52	1970	0.3
Napaeozapus_insignis	56	1970	0.2
Oncorhynchus_kisutch	74	1970	66050
Oncorhynchus_gorbuscha	75	1970	1530913
Oncorhynchus_keta	76	1970	287250
Clupea_pallasii	159	1970	4.4
Clupea_pallasii	160	1970	11
Clupea_pallasii	161	1970	25
Clupea_pallasii	162	1970	30.3
Clupea_pallasii	163	1970	31.5
Anoplopoma_fimbria	166	1970	103913
Pagophilus_groenlandicus	170	1970	1800000
Mustela_erminea	178	1970	0.8
Neogale_vison	180	1970	0.32
Tamiasciurus_hudsonicus	181	1970	12.5
Glaucomys_sabrinus	182	1970	0.2
Poliocitellus_franklinii	184	1970	2.1
Erethizon_dorsatum	185	1970	0.3
Mephitis_mephitis	186	1970	0.55
Clethrionomys_gapperi	189	1970	11
Osmerus_mordax	193	1970	111
Coregonus_artedi	199	1970	15.07
Coregonus_artedi	200	1970	0.608
Sorex_cinereus	206	1970	4
Napaeozapus_insignis	207	1970	3
Blarina_brevicauda	209	1970	7
Ovis_canadensis	214	1970	1650
Oncorhynchus_tshawytscha	224	1970	100
Oncorhynchus_tshawytscha	226	1970	670
Oncorhynchus_tshawytscha	227	1970	615
Oncorhynchus_tshawytscha	231	1970	625
Blarina_brevicauda	232	1970	0.2
Oncorhynchus_gorbuscha	233	1970	432651
Oncorhynchus_keta	234	1970	355
Oncorhynchus_keta	235	1970	347
Salmo_salar	238	1970	901
Salmo_salar	239	1970	1647
Clupea_harengus	242	1970	81959
Oncorhynchus_nerka	245	1970	40079
Lamna_nasus	253	1970	10.57
Gadus_morhua	267	1970	68.9925
Ophiodon_elongatus	455	1970	35821.9178
Ophiodon_elongatus	456	1970	43006.0883
Ophiodon_elongatus	457	1970	33417.0472
Ophiodon_elongatus	458	1970	25289.1933
Sebastes_brevispinis	504	1970	0.8614
Dipturus_laevis	516	1970	0.0403
Phocoena_phocoena	542	1970	4
Phocoena_phocoena	543	1970	4.42
Ursus_americanus	584	1970	92
Lepidopsetta_bilineata	589	1970	3294
Hippoglossoides_platessoides	590	1970	4.532
Anguilla_rostrata	600	1970	0.31
Leptagonus_decagonus	694	1970	0.25
Artediellus_uncinatus	695	1970	0.134
Phycis_chesteri	696	1970	2.73
Hemitripterus_americanus	697	1970	0.65893
Ammodytes_dubius	707	1970	0.35
Nezumia_bairdii	710	1970	3.84
Lophius_americanus	711	1970	0.969
Malacoraja_senta	712	1970	1.278
Aspidophoroides_monopterygius	716	1970	0.017
Odocoileus_hemionus	770	1970	28020
Alosa_pseudoharengus	799	1970	0.1493135
Alosa_sapidissima	806	1970	0.052232143
Amblyraja_radiata	814	1970	2.071428571
Amblyraja_radiata	815	1970	2.307692308
Amblyraja_radiata	816	1970	7.07578948
Amblyraja_radiata	817	1970	3.198443727
Amblyraja_radiata	819	1970	6.596044311
Amblyraja_radiata	820	1970	0.9
Amblyraja_radiata	822	1970	4.3786802
Amblyraja_radiata	823	1970	13.61489948
Amblyraja_radiata	824	1970	2.921788901
Amblyraja_radiata	825	1970	1.934333286
Ammodytes_dubius	843	1970	1.8
Ammodytes_dubius	845	1970	0.044444444
Ammodytes_dubius	849	1970	5198811.85
Anarhichas_denticulatus	858	1970	0.071428571
Anarhichas_denticulatus	859	1970	0.307692308
Anarhichas_denticulatus	861	1970	0.093333333
Anarhichas_denticulatus	864	1970	0.066666667
Anarhichas_denticulatus	869	1970	983647.801
Anarhichas_lupus	874	1970	1.571428571
Anarhichas_lupus	875	1970	4.307692308
Anarhichas_lupus	876	1970	0.08
Anarhichas_lupus	877	1970	0.271304697
Anarhichas_lupus	879	1970	0.7463072
Anarhichas_lupus	885	1970	3493300.93
Anarhichas_lupus	888	1970	1596019.06
Antimora_rostrata	921	1970	0.653846154
Argentina_silus	995	1970	0.678787879
Argentina_silus	997	1970	4.302923978
Argentina_silus	1002	1970	0.18905529
Argentina_silus	1003	1970	1.336272183
Argentina_silus	1006	1970	4516379.09
Artediellus_uncinatus	1014	1970	0.3490196
Artediellus_uncinatus	1015	1970	0.014084507
Artediellus_uncinatus	1016	1970	0.017857143
Aspidophoroides_monopterygius	1022	1970	0.142857143
Aspidophoroides_monopterygius	1023	1970	0.307692308
Aspidophoroides_monopterygius	1025	1970	0.03030303
Aspidophoroides_monopterygius	1029	1970	0.066666667
Aspidophoroides_monopterygius	1030	1970	0.185059419
Aspidophoroides_monopterygius	1031	1970	0.062448225
Aspidophoroides_monopterygius	1032	1970	0.021428571
Centroscyllium_fabricii	1146	1970	0.153846154
Clupea_harengus	1201	1970	0.04
Clupea_harengus	1207	1970	8890459.77
