"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/high_low_threshold_10_pops.txt",1,0.00322043576638433,0.00261410665576471,0.000823165858832047,-0.000149384962950679,0.00027492310581065,-0.000969729937492044,-0.00312063347585636,-0.00206665850576357,0.000489485351011048,0.00223044426134495,0.00195555970140063,-0.000160334592080709,3.92274139318409e-05,0.00100460447241255,0.0014698076877226,0.00155364747781942,0.000174166345372221,0.00108165851894541,0.000772813941790586,0.000455264893210252,-0.00250341398904638,-0.00262070642233055,0.000758656736618157,0.0019498099169035,-0.00058007455315058,-0.000552048355041982,-0.00278392640139186,-0.00739552523436347,-0.00771860098402126,-0.00494885114139109,-0.00373518500028498,-0.00265772257333772,-0.00305546541376968,-0.00220203638051874,0.0013605020383021,0.00131349026980284,0.00196644592523729,-0.000418382593768511,-0.0014713201522126,-0.000824803241847396,-0.000701092520353837,2.44694446687626e-05,0.00112840343012722,0.00157649581359886,0.00258707479211452,0.00145453313551991,-0.000800381322624459,-0.00126727936976829,0.00208948595396142,0.00371688963295864,0.00403607915981216,0.00323032852279134,NA
