"year","CI_high","CI_low","LPI_final","npops","nsp","threshold","pct"
"1982",1.04547766235396,0.970341318078776,1.00735274682116,2701,621,-0.603726379357955,"15%"
"1983",1.04508256664201,0.967241300050595,1.00561645448189,2701,621,-0.603726379357955,"15%"
"1984",1.04790382365382,0.966682050070649,1.00662757914623,2701,621,-0.603726379357955,"15%"
"1985",1.05101031907702,0.967364766545655,1.00871142252545,2701,621,-0.603726379357955,"15%"
"1986",1.05445775641045,0.967897700627531,1.01045327873418,2701,621,-0.603726379357955,"15%"
"1987",1.05505465481699,0.966915437522833,1.01005367846536,2701,621,-0.603726379357955,"15%"
"1988",1.05666540681189,0.966401153121989,1.01033291932315,2701,621,-0.603726379357955,"15%"
"1989",1.05770099789769,0.965567950375888,1.01028122485544,2701,621,-0.603726379357955,"15%"
"1990",1.06114533563799,0.965154028542721,1.0117840825517,2701,621,-0.603726379357955,"15%"
"1991",1.06193930571979,0.962672946447828,1.01103675084835,2701,621,-0.603726379357955,"15%"
"1992",1.06045242963236,0.957885508284366,1.00770834422074,2701,621,-0.603726379357955,"15%"
"1993",1.06056362776664,0.956852611772138,1.00718792859613,2701,621,-0.603726379357955,"15%"
"1994",1.06349512677461,0.959698430620131,1.01007515120433,2701,621,-0.603726379357955,"15%"
"1995",1.05762406337832,0.954128200921703,1.00445807330678,2701,621,-0.603726379357955,"15%"
"1996",1.05429658813195,0.949594694941301,1.00056001913876,2701,621,-0.603726379357955,"15%"
"1997",1.04822051782421,0.943466348082664,0.994438719860214,2701,621,-0.603726379357955,"15%"
"1998",1.03605513809101,0.930649073243748,0.98202740804473,2701,621,-0.603726379357955,"15%"
"1999",1.02167224128081,0.916816260393185,0.96785352602893,2701,621,-0.603726379357955,"15%"
"2000",1.00765753842647,0.903550140467047,0.954506882077429,2701,621,-0.603726379357955,"15%"
"2001",0.99831703204977,0.894714351300819,0.945144463704976,2701,621,-0.603726379357955,"15%"
"2002",0.993521637887275,0.889621009950422,0.939985301223929,2701,621,-0.603726379357955,"15%"
"2003",0.991072148273941,0.886237613456042,0.936786646128812,2701,621,-0.603726379357955,"15%"
"2004",0.9902638921345,0.885048380655279,0.93591172090939,2701,621,-0.603726379357955,"15%"
"2005",0.994879631452281,0.890040076995175,0.941098646959023,2701,621,-0.603726379357955,"15%"
"2006",0.998245003276589,0.893367503242488,0.944673792116303,2701,621,-0.603726379357955,"15%"
"2007",1.00413141086,0.898965046606774,0.950100751210439,2701,621,-0.603726379357955,"15%"
"2008",1.00427476545806,0.898809353283674,0.950010684431703,2701,621,-0.603726379357955,"15%"
"2009",1.00108165832726,0.896718700626459,0.947486901192753,2701,621,-0.603726379357955,"15%"
"2010",0.999581819773293,0.895761091818005,0.946199520031148,2701,621,-0.603726379357955,"15%"
"2011",0.998603427155427,0.8943660082636,0.945030383573043,2701,621,-0.603726379357955,"15%"
"2012",0.99863637049406,0.892948791979626,0.944190674241433,2701,621,-0.603726379357955,"15%"
"2013",0.999619994337562,0.892361114816081,0.944554420944939,2701,621,-0.603726379357955,"15%"
"2014",1.00204922157939,0.894207149831689,0.946521620794916,2701,621,-0.603726379357955,"15%"
"2015",1.0081951030628,0.899684428669765,0.952467783728933,2701,621,-0.603726379357955,"15%"
"2016",1.01251174143181,0.903007919030505,0.955919903407807,2701,621,-0.603726379357955,"15%"
"2017",1.00863082756332,0.898895371491372,0.952034998774084,2701,621,-0.603726379357955,"15%"
"2018",1.00094703125543,0.893053663567979,0.945716070194502,2701,621,-0.603726379357955,"15%"
"2019",1.00391488044169,0.896193138109836,0.948512129617512,2701,621,-0.603726379357955,"15%"
"2020",1.01140900863017,0.902675854482494,0.955561391769115,2701,621,-0.603726379357955,"15%"
"2021",1.02064884438263,0.910648723819511,0.964257142853855,2701,621,-0.603726379357955,"15%"
"2022",1.03338373662683,0.919998002746097,0.97535642876411,2701,621,-0.603726379357955,"15%"
