"filename","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/baseline_years/1995/linear/C-LPI_pops.txt",1,0.00282117853502165,0.000345649894584444,-0.00395714486745502,-0.00555878710646768,-0.00355820352814212,-0.00242399299385906,-0.00176618732219251,-0.00150815952178123,0.000413470415162693,0.00206990447717578,0.000985412741603359,0.00112541656778835,-0.00106493503546984,-0.00189730416905659,-0.00134836984263335,-0.000720361981539069,-0.00086935103134426,0.00017838404808604,0.00141362189501281,0.00245844077318433,0.00188080184769199,-0.00166101150000685,-0.00285975228554276,0.000136448334477604,0.0011308990907225,0.00163822248752243,-0.000415442990669471,NA
