population_id,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
631,1,-0.00918670410679079,0.0132477814046217,0.0316263608651113,0.0392645515102199,0.0363181487160329,0.0309682249609411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3803,1,0.002645481518325,-0.00928646416105661,-0.0215363051138855,-0.02539893341056,-0.0198778862110092,-0.0157378806483552,-0.0253109882579992,-0.048987940915294,-0.0749706855296814,-0.0919952915251394,-0.0982614785384133,-0.096377076104111,-0.0838184942937423,-0.0539291545844471,-0.00742651558444374,0.04051232156755,0.0692940977223073
3804,1,0.152781513411682,0.0447202472023394,-0.115283716815188,-0.169342544362223,-0.0644555366679236,0.045106786470241,0.0308628761350542,-0.0143974714392425,0.0370533161614688,0.0922230028634261,-0.0174172089515605,-0.201056894202172,-0.181471966865363,0.066663758958081,0.215909825282972,0.0517506456737449,-0.196973843355122
2637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,1,0.0323808139850197,0.0323808139850198,0.0323808139850197,0.0323808139850198,0.0323808139850197,0.0323808139850197,0.0323808139850198,0.0323808139850198,0.0323808139850198,0.0323808139850197,0.0323808139850198,NA,NA,NA,NA,NA,NA
2636,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,1,-0.0570155846977141,-0.0465031328843004,-0.0344034415254661,-0.0211000720394328,-0.0086942799648444,0.000734190842159421,0.00685425485369429,0.0102305394863622,0.0120674614262644,0.0134517840174118,0.0148058544484737,0.0159646386250971,0.01661563631761,0.0166909481712736,0.0162663934386691,0.0157171395430966,0.0154065673888493
2643,1,0.0241664387837544,0.0241664387837544,0.0241664387837544,0.0241664387837552,0.0241664387837544,0.0241664387837535,0.0241664387837552,0.0241664387837544,0.0241664387837544,0.0241664387837544,0.0241664387837544,0.0241664387837544,0.0241664387837544,0.0241664387837544,0.0241664387837552,0.0241664387837544,0.0241664387837535
3805,1,-0.147553401755148,-0.152377751391708,-0.15600551242375,-0.153624673261842,-0.141258576688295,-0.117826150364418,-0.0832459360988558,-0.0395326910297153,0.00394091934234542,0.0399055900863058,0.0677996840889069,0.0906312006900222,0.109365987819151,0.124655321443593,0.135737109709668,0.141943602301811,0.144194824429997
3806,1,NA,-0.0984056509569206,-0.0988648319977544,-0.0935348252790585,-0.0758069964360034,-0.0453378810526658,-0.00879354893397932,0.024972057545784,0.0501007905612506,0.0657667712026276,0.0732871284653823,0.0749293525509022,0.0735230100757676,0.0722376016104102,0.0732585315749535,0.0761706098621485,0.0785243224962921
2717,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1,0.010569836616009,0.00892834215385307,0.0061033232360812,0.00423672695457156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1,0.00169255491021048,0.00169255491053688,0.00169255491056974,0.00169255491040854,0.00169255491024933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,0.00130286124523749,0.000927167768398629,0.000578388478887693,0.000348574136229685,0.000257489109090736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3807,1,-0.11731770705194,-0.11731770705194,-0.117317707051941,-0.117317707051941,-0.11731770705194,-0.11731770705194,-0.117317707051941,-0.117317707051941,-0.11731770705194,-0.117317707051941,NA,NA,NA,NA,NA,NA,NA
2792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2802,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2812,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,1,-0.229880750328921,-0.218652595255568,-0.194398171081618,-0.161557112221992,-0.130259641652655,-0.108219297252162,-0.0971609922472148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,1,-0.231240247288162,-0.213131907368324,-0.143496860713112,-0.0405506550608701,0.0726789606290268,0.176067912028321,0.252221188998054,0.287507534424223,0.279349138902731,0.23104468724612,0.15883054011493,0.0893746404512923,0.0459283873232463,0.0331028140394309,0.047368493064524,0.0707637600525493,0.0843833706489727
2813,1,-0.0186985639102542,-0.0186985639102009,-0.0186985639100996,-0.0186985639099611,-0.0186985639097541,-0.0186985639095152,-0.0186985639092798,-0.0186985639090773,-0.0186985639089281,-0.018698563908826,-0.018698563908746,-0.0186985639086972,-0.0186985639086759,-0.0186985639086901,-0.0186985639087061,-0.0186985639087194,-0.0186985639087185
3811,1,-0.00197445770451665,-0.00197445770451676,-0.00197445770451665,-0.00197445770451665,-0.00197445770451665,-0.00197445770451676,-0.00197445770451665,-0.00197445770451665,-0.00197445770451665,-0.00197445770451665,-0.00197445770451665,-0.00197445770451665,-0.00197445770451665,NA,NA,NA,NA
2828,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2829,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2831,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2826,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2827,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2833,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,1,0.0791721245069248,0.0791721245069248,0.079172124506925,0.079172124506925,0.0791721245069248,0.0791721245069248,0.079172124506925,0.0791721245069248,0.079172124506925,0.0791721245069248,0.079172124506925,0.0791721245069248,0.0791721245069248,0.0791721245069251,0.0791721245069248,0.0791721245069249,0.0791721245069248
3815,1,NA,0.0242183884172742,0.0242183884172744,0.024218388417274,0.0242183884172742,0.0242183884172742,0.0242183884172742,0.0242183884172742,0.024218388417274,0.0242183884172743,0.0242183884172741,0.0242183884172742,0.0242183884172743,0.0242183884172741,0.0242183884172741,0.0242183884172743,0.0242183884172741
2878,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2884,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2876,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2877,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2883,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2879,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2880,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2881,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2885,1,0.045269463913352,0.045269463913352,0.045269463913352,0.045269463913352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2898,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2899,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2891,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2892,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,1,0.0375040687775634,-0.000301133339851933,-0.0419779787016084,-0.0809144873996841,-0.109897245895527,-0.119526853276,-0.104322055289385,-0.0701640052195467,-0.0325608913136755,-0.00578699091225365,0.0058679147774301,NA,NA,NA,NA,NA,NA
2893,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2895,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2890,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2903,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2897,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2905,1,-0.0988646704752725,-0.138796656999765,-0.122545803270599,-0.0910303717908523,-0.0893019116410612,-0.125259606106714,-0.159199251471204,-0.137763262658297,-0.0442077983931282,0.082656384538002,0.179964732629575,0.212326875797601,0.186738236512269,0.106612105987414,-0.0161791840311309,-0.127098462889129,-0.186082024154033
2906,1,-0.0520180701683111,-0.0549415394352994,-0.0581916141135266,-0.06168683884755,-0.0652155641101597,-0.068408547829657,-0.0709029678315058,-0.072540757358476,-0.0733781910841693,-0.0735508443158728,-0.0732285975992011,-0.0727026390281411,-0.0723212982416785,-0.0721736605835788,-0.0722737660133648,-0.0724269776058963,NA
3816,1,-0.0394450806439783,-0.0388327884287003,-0.0371282595409501,-0.0344461258453788,-0.031095717585069,-0.0270244602321135,-0.021944742834421,-0.0158412770295675,-0.00906883240957002,-0.00208074818569881,0.00458602622325333,0.0101054682166082,0.0136105873387051,0.0149107138732281,0.0147659615998617,0.0142506525382142,0.0139631748377902
3817,1,0.0798537960484476,-0.00983401547086915,-0.0566754210859903,-0.0654610039485595,-0.086428794156844,-0.141131803569666,-0.194409723767645,-0.197709819356197,-0.139085323733368,-0.0451144716118543,0.0479717548597635,0.110540770249725,0.118057100526724,0.0564537822057946,-0.0602756512281688,-0.184192744637689,-0.259183905611622
2923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2928,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2930,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2931,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2933,1,0.0582775437320841,0.0509074634403116,0.0192789786656136,-0.0230351344050752,-0.0569659289063879,-0.0619892829356012,-0.0321919755546989,0.0122533262629261,0.0400569488736112,0.0397517406354518,0.028989291525607,NA,NA,NA,NA,NA,NA
2927,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2922,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2932,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2934,1,-0.0173407768342528,-0.017966012006351,-0.0187941214990293,-0.0197659360370119,-0.0208087197428215,-0.0218523778634943,-0.0228440348726622,-0.0237747373446897,-0.0246951080597455,-0.0256778953795997,-0.0267326697809311,-0.0277467743996747,-0.0285539538786574,-0.0291176271786648,-0.0294461923924709,-0.0295948407032949,-0.0296583654526232
2935,1,-0.0126086747838956,-0.012608674783638,-0.012608674783448,-0.0126086747833538,-0.0126086747833316,-0.0126086747833529,-0.0126086747833707,-0.0126086747833796,-0.0126086747833938,-0.0126086747834115,-0.0126086747834222,-0.0126086747834409,-0.0126086747834391,-0.01260867478344,-0.0126086747834311,-0.0126086747834293,-0.0126086747834222
635,1,-0.402568867907353,-0.502089296316761,-0.163839777798584,0.249581227102514,0.392845526457971,0.341962379221264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3821,1,-0.0169219078245344,-0.00873650391933078,-0.0318702950409568,-0.0583186221793099,-0.0435595829339073,0.0197499877639218,0.0957720343883115,0.143019697006414,0.141193606820631,0.0905196712049996,0.00994332828307654,-0.0613075987275853,-0.0839897984329983,-0.0546621959620448,-0.00996478310033,0.0144513033702285,0.0178779684841437
3822,1,0.1035176413034,0.100135582405278,0.0967038558920232,0.0929680095825909,0.0880726589010201,0.0821495990335082,0.0761449033036186,0.0702573095053689,0.0634761453519943,0.0549804306460495,0.0454548404054453,0.0366383077313204,0.0298700736974751,0.0253808578494388,0.0227038847681906,0.0212928106578136,0.0207315913190902
2972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2976,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2977,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2980,1,-0.0351260977676053,-0.0351260977676047,-0.0351260977676049,-0.0351260977676051,-0.0351260977676049,-0.0351260977676051,-0.0351260977676049,-0.0351260977676051,-0.0351260977676051,-0.0351260977676051,-0.0351260977676047,NA,NA,NA,NA,NA,NA
2971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2981,1,-0.0198132134331255,-0.0244336643992398,-0.0288624998548732,-0.0399752031449481,-0.0687838479716758,-0.114027554077404,-0.155283517616935,-0.165256177338787,-0.131025456650956,-0.0642526890812798,0.00868874757699389,0.0661167346086975,0.100855426169464,0.112101181102034,0.103064665725532,0.0886663784694264,0.0804283182648726
2982,1,0.00365302579674065,0.00251545417157661,-0.00302205565547897,-0.00913932287516861,-0.0162248011283488,-0.0276476413316704,-0.0433821284914195,-0.0573430082064617,-0.0632846093104025,-0.0620235269801617,-0.060016877328831,-0.0606749822982398,-0.0610126943151288,-0.058906282759879,-0.0500940039456674,-0.0370890673940414,-0.0279747555531458
508,1,0.066680074563213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3154,1,0.0289139466415791,0.0232615531425417,0.0144401650075627,0.00429605914197717,-0.00522776154673377,-0.0133820155699484,-0.0205197363818495,-0.0269551057347828,-0.0323665201146972,-0.0352590886620936,NA,NA,NA,NA,NA,NA,NA
1159,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,1,0.0132996842283655,0.0135285245735002,0.0137490408501648,0.0139570509979521,0.0141358267752612,0.0142811861216829,0.0143924793915087,0.0144671080018686,0.0145044223070494,NA,NA,NA,NA,NA,NA,NA,NA
1160,1,0.0578328905948942,0.0572098056179016,0.0567032200956734,0.0563076756346454,0.0560013386605478,0.0557787507798131,0.0556336670761803,0.0555411078846002,0.0554948282888099,NA,NA,NA,NA,NA,NA,NA,NA
1161,1,0.00362556176752316,0.00187857704661365,0.000160932749243781,-0.0014893042418298,-0.0029198663955956,-0.00409268682929964,-0.0049998847899726,-0.00560993726573233,-0.00591496350361354,NA,NA,NA,NA,NA,NA,NA,NA
1162,1,0.0150576616870914,0.0296949073507089,0.0453396048828796,0.0614478177339626,0.0758437997054036,0.0879836142475612,0.0976941977590453,0.104283295834295,0.10757784487192,NA,NA,NA,NA,NA,NA,NA,NA
1163,1,-0.00239366873705027,-0.00239366873705205,-0.00239366873705027,-0.00239366873705116,-0.00239366873705027,-0.00239366873705205,-0.00239366873705027,-0.00239366873705116,-0.00239366873705116,NA,NA,NA,NA,NA,NA,NA,NA
1164,1,0.01792098838279,0.0182532145789174,0.0185465480849012,0.0187997300471157,0.019007725051059,0.0191692742431044,0.0192857239596731,0.0193624595464388,0.0194008273398216,NA,NA,NA,NA,NA,NA,NA,NA
1165,1,0.0192332923951577,0.0192332923951697,0.0192332923952008,0.0192332923952478,0.0192332923952954,0.0192332923953393,0.019233292395378,0.0192332923954059,0.0192332923954188,NA,NA,NA,NA,NA,NA,NA,NA
1166,1,0.0347544431655264,0.0347544431656468,0.0347544431657774,0.0347544431659128,0.0347544431660332,0.0347544431661357,0.0347544431662179,0.034754443166273,0.0347544431663014,NA,NA,NA,NA,NA,NA,NA,NA
1167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,1,0.0313596070473669,0.031359607047367,0.031359607047367,0.031359607047367,0.031359607047367,0.031359607047367,0.031359607047367,0.031359607047367,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,1,0.0230875469783237,0.0230875469783239,0.0230875469783238,0.0230875469783237,0.0230875469783238,0.0230875469783238,0.0230875469783238,0.0230875469783238,0.0230875469783238,0.0230875469783238,0.0230875469783238,0.0230875469783238,NA,NA,NA,NA,NA
3311,1,-0.0501499404172865,0.0485349103943746,0.0714965875770286,0.000638228624743498,-0.0786809519667786,-0.0826990538222492,-0.0206390363837365,0.0289430174444547,0.0133190661578855,-0.0430577958933576,-0.0763154778418804,-0.0522717445801848,0.00680737995304836,0.0516361080147933,NA,NA,NA
4101,1,-0.0491370727809408,-0.049137421623306,-0.0491375251120245,-0.0491372745384062,-0.0491367203618065,-0.0491360450413745,-0.0491354508886772,-0.0491350509781983,-0.0491348525844186,NA,NA,NA,NA,NA,NA,NA,NA
3183,1,0.0172314010860912,0.0172314010860921,0.0172314010860912,0.0172314010860912,0.0172314010860912,0.0172314010860912,0.0172314010860912,0.0172314010860921,0.0172314010860912,NA,NA,NA,NA,NA,NA,NA,NA
772,1,NA,NA,NA,-0.0137255034777182,-0.0137255034777177,-0.0137255034777182,-0.0137255034777177,-0.0137255034777182,-0.0137255034777182,-0.0137255034777182,-0.0137255034777177,-0.0137255034777182,-0.0137255034777182,NA,NA,NA,NA
1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4109,1,-0.0141323269741166,-0.0158243510715123,-0.016650281959109,-0.0160106260691445,-0.0113959546480135,-0.00296868708521592,0.00518565773877577,0.00943529409787014,0.00934580764415671,0.00548309195438867,-0.00198600994822828,-0.0108416467829875,-0.0161973294666645,-0.0151734492872804,-0.0104410311928563,-0.00677491824061238,-0.0056494540740234
4110,1,-0.0297730683755005,-0.0250697442320492,-0.018176413377083,-0.0111154493973605,-0.00584207989454089,-0.00315724070066414,-0.00236096549276299,-0.0018461280244837,-0.000160010022513535,0.00304967183707638,0.00670702375798415,0.00899530320352848,0.00881133803905421,0.00676129832384409,0.00457244804219359,0.00345461511712675,0.00325077625553127
4111,1,-0.00400370675866357,-0.00908738431676759,-0.0134619535936265,-0.0150001547405441,-0.0130809610540379,-0.0086856152360475,-0.00422047363694711,-0.00272116145814905,-0.00578916789634354,-0.0117684036108205,-0.0167410564790086,-0.0179751516816126,-0.0161187938372757,-0.0138237098824012,-0.0128637582969007,-0.013075258664676,-0.013470518513633
4112,1,0.0196919892824847,0.0161051852115697,0.00434787910264611,-0.00543069020377374,-0.00607882910751556,-6.46871207898858e-05,0.0055111131567267,0.00762442270475305,0.00818050749995192,0.00811664082444996,0.00503584048857308,-0.00260397051602901,-0.012352586787524,-0.0206300612668002,-0.0265178071834433,-0.0308305165647738,-0.0333675690379611
4113,1,-0.00498661919465099,-0.00534725031491551,-0.00571263841561104,-0.00607909985966132,-0.00642096743865361,-0.00671808357261122,-0.00695961384601829,-0.00713513145265265,-0.00724533740600025,-0.00731491707272491,-0.00736829634299063,-0.00739158260841266,-0.00734570459050621,-0.00722698167334301,-0.00709090848360538,-0.00700011419266322,-0.00696687036176769
4114,1,0.00906893268395104,0.0100340827179487,0.00819875672989934,0.00290476754694102,-0.00425699439725313,-0.00879633824818016,-0.00717222225754455,-0.00132098173885864,0.00246508140533519,-2.87426875784647e-05,-0.00677001511220987,-0.0125150461407847,-0.0148787098482999,-0.0160425840137884,-0.0189429775828955,-0.0233796020027753,-0.0265699671270399
4115,1,-0.0142274692408612,-0.0117251833477213,-0.00990780273879632,-0.00847095858258595,-0.00721360700760221,-0.00593799096136283,-0.00427839242444161,-0.00205310681610182,0.000198879206100178,0.00139882911420397,0.000895752365895119,-0.000826991675078381,-0.00254595939007896,-0.00334881653694896,-0.00322287375804253,-0.00274396281573352,-0.00242487842942729
4116,1,0.0275334162339969,0.0221628946077037,0.0150823636112851,0.00067817399613257,-0.0164474961028049,-0.0235768954661071,-0.0142917023170805,0.00402889468271628,0.0174622605479076,0.017201984796084,0.00505968266227619,-0.00751225481498152,-0.00534410073767266,0.0189308783741526,0.0547554798866492,0.0796875262967969,NA
4117,1,-0.0194314940753186,-0.017855069107894,-0.0168378448890882,-0.0160685823907423,-0.0155540786884238,-0.0149945707478902,-0.0139045566285618,-0.0125886150593111,-0.0121536115691869,-0.0130613884747195,-0.0142043089690127,-0.0139213782752039,-0.0116185328985263,-0.00804098265725828,-0.00436799971191704,-0.00154171963318905,-0.000106924385820939
4118,1,0.00299032384111619,0.00299528905199109,0.00288378526524169,0.00274216394050852,0.00263640685064859,0.00261081688593001,0.0027188504514255,0.00301596187109476,0.00350178385509037,0.00409206829562536,0.00467101225850675,0.00516254678649664,0.00554191212817923,0.00580374240020265,0.00595046744461891,0.00600582796485316,NA
