"","CI_high","CI_low","LPI_final","n_points"
"1970",1,1,1,2
"1971",1.01890527605262,1.00107404847645,1.00988771888992,2
"1972",1.03421215115118,1.00067375610449,1.01717079558996,2
"1973",1.04419336123565,0.996458695848792,1.01959021497183,2
"1974",1.04776131977727,0.988597271854719,1.01725037668234,2
"1975",1.0515075465395,0.982904856708347,1.01646486911397,2
"1976",1.05036795269802,0.976159836284343,1.01247171557356,2
"1977",1.04854990411333,0.96770452736738,1.00726171506629,2
"1978",1.04992261496683,0.964965022381411,1.00675225331805,2
"1979",1.05495833926038,0.966558703616986,1.00994758864799,2
"1980",1.06273427818188,0.970888898843573,1.01617830075158,2
"1981",1.07026246259097,0.973923748694387,1.02114017727604,2
"1982",1.07070829190375,0.969296405161294,1.01878167249391,2
"1983",1.07320474529944,0.965915805208704,1.01819238994744,2
"1984",1.07774794722872,0.965218878996007,1.02020556702154,2
"1985",1.08218838762967,0.965869615593336,1.02274973430395,2
"1986",1.08366524335355,0.96486189749869,1.02309454684756,2
"1987",1.08207392595024,0.96020705033059,1.01977885343331,2
"1988",1.08154590023468,0.958230784655157,1.01859111766723,2
"1989",1.08113566255278,0.953953811594698,1.01624087588047,2
"1990",1.08376868940575,0.951651422371404,1.01609980307262,2
"1991",1.08016179146867,0.944465019749645,1.01084320719259,2
"1992",1.07830357169402,0.937865399714626,1.00655371776266,2
"1993",1.08476766127223,0.94029846242496,1.01129357374591,2
"1994",1.09886551673459,0.947048780551852,1.02124954863115,2
"1995",1.10482014840466,0.949258004776772,1.02513526097637,2
"1996",1.11020950254733,0.950566942747487,1.0285091220918,2
"1997",1.111912093886,0.949972389454995,1.02888344234643,2
"1998",1.10254925171454,0.938910139935436,1.01829229030503,2
"1999",1.09254078912469,0.926976145850708,1.00744935366098,2
"2000",1.08410760248832,0.916149952119238,0.997743835558062,2
"2001",1.07957616553665,0.906752352084759,0.990735344074514,2
"2002",1.0746699412381,0.898106091090229,0.98351741940426,2
"2003",1.07291475827461,0.891760142130755,0.978810150195004,2
"2004",1.06966413522131,0.886604296238245,0.974602293847011,2
"2005",1.07505755571092,0.888700283519252,0.977983843658819,2
"2006",1.07921939407834,0.889862748991708,0.980146691975061,2
"2007",1.08143091767218,0.888625961152663,0.981074735908783,2
"2008",1.0737066104922,0.879977028273692,0.972670151186103,2
"2009",1.07070873221212,0.875275834725208,0.968717393190448,2
"2010",1.06872203261818,0.870710097190554,0.965173431141806,2
"2011",1.06959922419743,0.868213582740715,0.964183375592423,2
"2012",1.06557469109652,0.861155588739523,0.95889563773967,2
"2013",1.06007247926972,0.853830359976472,0.952607832485795,2
"2014",1.05845501582335,0.849209782393609,0.949540640124278,2
"2015",1.06095818329172,0.848640680075171,0.950811458268517,2
"2016",1.06393049934634,0.84918817791362,0.95253841532004,2
"2017",1.05871668219071,0.843093333984147,0.946352620282497,2
"2018",1.05559999140781,0.83896634243706,0.943099700198589,2
"2019",1.06106910950231,0.841402889264001,0.946838747942023,2
"2020",1.07005573051861,0.846463591589304,0.953714615112194,2
"2021",1.07924709285313,0.851556447162702,0.959607639558118,2
"2022",1.08385989603198,0.850182667994407,0.960909813832845,2
"19701",1,1,1,3
"19711",1.01865545118424,1.0008949759791,1.00966277705663,3
"19721",1.03369654606833,1.00092343850378,1.01694423152818,3
"19731",1.0429784106168,0.996306284636811,1.01881000577914,3
"19741",1.04683133253722,0.98823050909298,1.01647195797697,3
"19751",1.05137701276511,0.982230727661711,1.01568705149344,3
"19761",1.05133248022713,0.976333825790803,1.01269638063361,3
"19771",1.05025515711919,0.969017188792571,1.00839977818822,3
"19781",1.05235026622727,0.965896314814545,1.00788974082034,3
"19791",1.05727836277037,0.967117748951619,1.01108868642678,3
"19801",1.06551074005886,0.971467277717441,1.01732643835286,3
"19811",1.07252157572724,0.9747837967048,1.02229392109525,3
"19821",1.07493565143867,0.971652063594834,1.02130374076395,3
"19831",1.07780270228208,0.968047635434147,1.0207129994056,3
"19841",1.08351242518891,0.968810819993556,1.02334475894125,3
"19851",1.08961341444546,0.970516676487912,1.02748969451632,3
"19861",1.09159486482516,0.969559580637136,1.02783610510261,3
"19871",1.09022179697797,0.964733157760192,1.0244547974722,3
"19881",1.09058462716205,0.961960863329795,1.02310965376556,3
"19891",1.0889712347347,0.957866469321547,1.02058556654664,3
"19901",1.08899855617433,0.953630162285954,1.01849756142325,3
"19911",1.0856952529481,0.947496376474462,1.01368798608908,3
"19921",1.08313008591418,0.941336015645036,1.00949672963775,3
"19931",1.09061280341254,0.94394745321872,1.01446053137856,3
"19941",1.10382017059692,0.95136052364256,1.02451462452871,3
"19951",1.10959641449869,0.953239697120937,1.02830995048118,3
"19961",1.118231948169,0.956954449271067,1.03460848165152,3
"19971",1.1200012218176,0.956109174117526,1.03526558570252,3
"19981",1.11194341761884,0.947029680385517,1.02629022036768,3
"19991",1.10215789553341,0.933543113549653,1.01505591686107,3
"20001",1.09561659267663,0.924098481146514,1.00731253984234,3
"20011",1.09271562889013,0.916534279128416,1.00122813563477,3
"20021",1.08893635820522,0.909472276163277,0.995360991303888,3
"20031",1.08626324124769,0.903970689286134,0.990932720871034,3
"20041",1.0864609565567,0.901753288854937,0.990051728979197,3
"20051",1.09265730896302,0.904912034990082,0.994827443123234,3
"20061",1.09644205525177,0.905652620602575,0.996660212287137,3
"20071",1.10147801599927,0.906322886772352,0.999216321188097,3
"20081",1.09890483514262,0.900879906612025,0.995464803740947,3
"20091",1.09377394365577,0.89360073536812,0.989256278359518,3
"20101",1.09147117201616,0.887716065462221,0.984528541220743,3
"20111",1.08919980845645,0.883189870555298,0.981433235197977,3
"20121",1.08700549454172,0.879348238228798,0.978608524654107,3
"20131",1.09050899173826,0.879492776802275,0.979498078740821,3
"20141",1.09597771003048,0.88099608280546,0.982649380146424,3
"20151",1.10377501490744,0.884254360277336,0.988473689072142,3
"20161",1.11025321284373,0.887353649846918,0.992947752969955,3
"20171",1.10761242817091,0.883957844110954,0.989940701757082,3
"20181",1.10359136153204,0.878368652201878,0.985253165666539,3
"20191",1.10902039408118,0.881048762224562,0.988981715248555,3
"20201",1.11869607663041,0.886827086341311,0.9958876309255,3
"20211",1.1280610144217,0.892272356689417,1.00319750246757,3
"20221",1.13596827684584,0.891992942198945,1.00630562538857,3
"19702",1,1,1,6
