"","CI_high","CI_low","LPI_final","n_points"
"1970",1,1,1,2
"1971",1.02221579784131,1.00393075645894,1.01303342620447,2
"1972",1.04298883247747,1.00854758948885,1.02559161710658,2
"1973",1.05732864580494,1.00801174112176,1.03206988003226,2
"1974",1.06475932688606,1.00255735445074,1.03287265642536,2
"1975",1.07122915920505,0.998944132018104,1.03401851999902,2
"1976",1.07226333982507,0.993797981886837,1.03176212612107,2
"1977",1.07121515756413,0.986560282113127,1.02773254176212,2
"1978",1.07613202071921,0.986060010143079,1.02989285855343,2
"1979",1.08550145954951,0.990582933394637,1.03721504456027,2
"1980",1.09872592743632,0.998368007744471,1.04791049475578,2
"1981",1.10993164225542,1.00500177197246,1.05673177849915,2
"1982",1.11449157622888,1.00419669728815,1.05833670629101,2
"1983",1.12099792361263,1.00453526782579,1.06123498807189,2
"1984",1.13230000790171,1.00823182758219,1.06834805192821,2
"1985",1.14058218996019,1.01194232113942,1.07451422735051,2
"1986",1.14885372839657,1.01620233287698,1.08070575574202,2
"1987",1.15267554907273,1.0167958102253,1.08314142732348,2
"1988",1.15801930290435,1.01977044552987,1.08741602904901,2
"1989",1.16172654801387,1.02033311606341,1.09012534893334,2
"1990",1.16957439678987,1.02328215871801,1.09486034463308,2
"1991",1.16598533535888,1.01501449172393,1.08917738532471,2
"1992",1.16300366967941,1.00665114550691,1.08286399770832,2
"1993",1.16982603785479,1.00600034506697,1.08601469484135,2
"1994",1.1858250771799,1.0125845378539,1.09681389680368,2
"1995",1.19003087165904,1.01233853331341,1.09871246228905,2
"1996",1.19215804699322,1.01189588009839,1.09974465986808,2
"1997",1.18896694014647,1.00780285585452,1.09659241775288,2
"1998",1.17230469991423,0.990551737498563,1.07994214701938,2
"1999",1.15814070588513,0.974692490974106,1.06478608161165,2
"2000",1.14682145121117,0.961913551757498,1.05248016622752,2
"2001",1.14039732468651,0.952319253966918,1.04410621726411,2
"2002",1.13424250403317,0.943351004994844,1.03618194554549,2
"2003",1.13317491729514,0.937616896567061,1.03239693142208,2
"2004",1.13342117155095,0.935275234334366,1.0304605095734,2
"2005",1.13924891225144,0.938507015313617,1.03503441176822,2
"2006",1.13804977020161,0.934351270487732,1.03269446648706,2
"2007",1.12954648047389,0.924683734287502,1.02342029965982,2
"2008",1.10507915764798,0.901365956753401,0.999717507854887,2
"2009",1.09020675590369,0.885359032926579,0.984208291235259,2
"2010",1.07486400148029,0.870262393824861,0.969047326551958,2
"2011",1.05843874088875,0.855946185721658,0.953432140031587,2
"2012",1.04413629352486,0.841583211088846,0.939503230586438,2
"2013",1.03864319329468,0.834344861843142,0.933202081502118,2
"2014",1.03871490018563,0.831626550775357,0.931478868408718,2
"2015",1.04043332145439,0.830925953449185,0.93184898968426,2
"2016",1.03415981229322,0.823535784721088,0.9251359105445,2
"2017",1.02124775354126,0.811920509763301,0.911756054447158,2
"2018",1.01256171638262,0.803251937116335,0.902981485538522,2
"2019",1.0125287427105,0.801030228191898,0.902025126497529,2
"2020",1.01680428348361,0.800781728104022,0.904457257333416,2
"2021",1.02143913533418,0.800968736798258,0.906738617758551,2
