"year","CI_high","CI_low","LPI_final","npops","nsp","threshold","pct"
"1998",1.19033024354439,1.03363013913354,1.10944530599418,5253,864,-1.06342375744147,"5%"
"1999",1.18167332222097,1.02330441268491,1.09967872264036,5253,864,-1.06342375744147,"5%"
"2000",1.17650446769278,1.01583494934384,1.09317561113339,5253,864,-1.06342375744147,"5%"
"2001",1.17964484756436,1.01493270736022,1.09431642047566,5253,864,-1.06342375744147,"5%"
"2002",1.18587009417861,1.01664533712578,1.09866771401893,5253,864,-1.06342375744147,"5%"
"2003",1.19385658003513,1.01954561514661,1.10416838379652,5253,864,-1.06342375744147,"5%"
"2004",1.20200597779897,1.02435405641243,1.11028088213574,5253,864,-1.06342375744147,"5%"
"2005",1.21427136773479,1.0337020709589,1.12110383005234,5253,864,-1.06342375744147,"5%"
"2006",1.22537689067341,1.04096040781705,1.12989252640248,5253,864,-1.06342375744147,"5%"
"2007",1.23433591459421,1.04792593284564,1.13801110964737,5253,864,-1.06342375744147,"5%"
"2008",1.23813558334336,1.04903018613157,1.14025431925542,5253,864,-1.06342375744147,"5%"
"2009",1.23990878679808,1.04748603052907,1.14025393118135,5253,864,-1.06342375744147,"5%"
"2010",1.24144996109931,1.04545632090058,1.1397081326809,5253,864,-1.06342375744147,"5%"
"2011",1.24232453884017,1.04463641587902,1.13951231560766,5253,864,-1.06342375744147,"5%"
"2012",1.24243784261127,1.04201872595278,1.13815654990993,5253,864,-1.06342375744147,"5%"
"2013",1.2477571781584,1.04360792240286,1.14130590466113,5253,864,-1.06342375744147,"5%"
"2014",1.25490664520779,1.04731610312778,1.14661624224276,5253,864,-1.06342375744147,"5%"
"2015",1.26660525728932,1.05528443693843,1.15683846832843,5253,864,-1.06342375744147,"5%"
"2016",1.27682233863851,1.06156245176235,1.1645920157137,5253,864,-1.06342375744147,"5%"
"2017",1.27680197197077,1.05949886829825,1.1638044023657,5253,864,-1.06342375744147,"5%"
"2018",1.275031344996,1.05748851755663,1.16154239344539,5253,864,-1.06342375744147,"5%"
"2019",1.28121982809962,1.06241434538833,1.1675669968048,5253,864,-1.06342375744147,"5%"
"2020",1.29369514156955,1.07065811308888,1.17715486896211,5253,864,-1.06342375744147,"5%"
"2021",1.30809455529393,1.07888437745212,1.1884296932057,5253,864,-1.06342375744147,"5%"
"2022",1.3181930129562,1.08133752418089,1.19467486672505,5253,864,-1.06342375744147,"5%"
"1970",1,1,1,5044,819,-0.788124456371957,"10%"
"1971",1.01994838812781,1.00515394012328,1.01276226379877,5044,819,-0.788124456371957,"10%"
"1972",1.03706654036932,1.0101565883699,1.02393608699527,5044,819,-0.788124456371957,"10%"
"1973",1.05030526903752,1.01246174437689,1.0317514923309,5044,819,-0.788124456371957,"10%"
"1974",1.0638253274547,1.01751875039013,1.04096913113303,5044,819,-0.788124456371957,"10%"
"1975",1.07815657126588,1.02423300812137,1.05162856118665,5044,819,-0.788124456371957,"10%"
"1976",1.089136359497,1.02903836913146,1.05945422766073,5044,819,-0.788124456371957,"10%"
"1977",1.09936796424553,1.03227156466912,1.06615607521078,5044,819,-0.788124456371957,"10%"
"1978",1.10914038224894,1.03500177516867,1.07225118780271,5044,819,-0.788124456371957,"10%"
"1979",1.12045681916076,1.04107689025366,1.08048705011183,5044,819,-0.788124456371957,"10%"
"1980",1.13413595873457,1.04941588232174,1.09135195142686,5044,819,-0.788124456371957,"10%"
"1981",1.14742534206771,1.05685269362024,1.10189194611821,5044,819,-0.788124456371957,"10%"
"1982",1.15702090838577,1.06163219033596,1.10879118612815,5044,819,-0.788124456371957,"10%"
"1983",1.16757700157051,1.06686548984128,1.11642008235737,5044,819,-0.788124456371957,"10%"
"1984",1.18009763941342,1.07387366196611,1.1260749483157,5044,819,-0.788124456371957,"10%"
"1985",1.19240553474333,1.08196117688276,1.13633833413674,5044,819,-0.788124456371957,"10%"
"1986",1.20229414565694,1.08890444395849,1.14462614025676,5044,819,-0.788124456371957,"10%"
"1987",1.20727806554278,1.09070913210624,1.14755224828453,5044,819,-0.788124456371957,"10%"
"1988",1.21369626123499,1.09390518946447,1.15226484213233,5044,819,-0.788124456371957,"10%"
"1989",1.22034778297285,1.0964079832804,1.15709003958524,5044,819,-0.788124456371957,"10%"
"1990",1.22802460715744,1.10055533816362,1.16318692485601,5044,819,-0.788124456371957,"10%"
"1991",1.23444194937304,1.10219993076464,1.16660745725288,5044,819,-0.788124456371957,"10%"
"1992",1.24129339872212,1.10436279443582,1.17120966847583,5044,819,-0.788124456371957,"10%"
"1993",1.25749679141968,1.11495931361743,1.18473242052704,5044,819,-0.788124456371957,"10%"
"1994",1.28016986213255,1.12929765678518,1.20284663047442,5044,819,-0.788124456371957,"10%"
"1995",1.29572287740713,1.13779456427524,1.21459301076132,5044,819,-0.788124456371957,"10%"
"1996",1.31133297046934,1.14905139206359,1.22795270125717,5044,819,-0.788124456371957,"10%"
"1997",1.31930959656491,1.15473474004409,1.23431027754404,5044,819,-0.788124456371957,"10%"
"1998",1.31864802430115,1.15039246136077,1.23103790189768,5044,819,-0.788124456371957,"10%"
"1999",1.31392414751039,1.14259514257581,1.22454666115787,5044,819,-0.788124456371957,"10%"
"2000",1.31128179075055,1.13682070877652,1.22054517631334,5044,819,-0.788124456371957,"10%"
"2001",1.31771139571612,1.13876780502707,1.2250601822665,5044,819,-0.788124456371957,"10%"
"2002",1.32828744617431,1.14380880076938,1.23282038272318,5044,819,-0.788124456371957,"10%"
"2003",1.34007355285343,1.15027605805215,1.2415685025164,5044,819,-0.788124456371957,"10%"
"2004",1.35174221698703,1.15649830945584,1.25019488179078,5044,819,-0.788124456371957,"10%"
"2005",1.36884583507678,1.16862299211987,1.26472924561658,5044,819,-0.788124456371957,"10%"
"2006",1.38444667123015,1.17973326437538,1.27763921897502,5044,819,-0.788124456371957,"10%"
"2007",1.39837304953027,1.19075792314246,1.29046682999235,5044,819,-0.788124456371957,"10%"
"2008",1.40696191243956,1.19531528536791,1.29694370146672,5044,819,-0.788124456371957,"10%"
"2009",1.41194913728691,1.19769980418345,1.3009630140051,5044,819,-0.788124456371957,"10%"
"2010",1.41773035730928,1.20038056622406,1.3057481448395,5044,819,-0.788124456371957,"10%"
"2011",1.42538115936655,1.2033093098457,1.31094777473488,5044,819,-0.788124456371957,"10%"
"2012",1.43197509159641,1.20635696290944,1.31533403009104,5044,819,-0.788124456371957,"10%"
