"year","CI_high","CI_low","LPI_final","n_points"
"2006",1.11618757763985,0.925238542559013,1.01666346060655,3
"2007",1.11811165454325,0.924658806096437,1.0176641999188,3
"2008",1.11336215304257,0.91747534453693,1.01137818388769,3
"2009",1.10495171858738,0.907359265666537,1.00205157916588,3
"2010",1.09809517622819,0.898589697015104,0.993715295215462,3
"2011",1.09193849581249,0.890612448372662,0.986384199834654,3
"2012",1.08480796728495,0.883231963809345,0.978880515972887,3
"2013",1.08358538544614,0.879497655228233,0.976682373993373,3
"2014",1.08392509764479,0.877951671591066,0.976047412264431,3
"2015",1.0896691957345,0.880672676155974,0.980430212263374,3
"2016",1.09461495540478,0.882298473377736,0.983977280459533,3
"2017",1.09020853520348,0.876971193332614,0.978575171730787,3
"2018",1.08289706523552,0.868592050766715,0.969919553754249,3
"2019",1.08226710515231,0.865856935109103,0.967953630914489,3
"2020",1.08229773559248,0.864215588442063,0.967434899433773,3
"2021",1.08516503503407,0.862717837582166,0.967445942126723,3
"2022",1.0825781577395,0.855485588848881,0.963014187999869,3
"1970",1,1,1,6
"1971",1.02146588998847,1.00471774512461,1.01314533470391,6
"1972",1.03933072322274,1.00924640779849,1.02402791864329,6
"1973",1.05104707260429,1.00917720962931,1.02956785898972,6
"1974",1.06225822643445,1.00983387721059,1.03508613757688,6
"1975",1.07259038347912,1.00983459797889,1.0401249315616,6
"1976",1.0792962722953,1.01018003269548,1.04376348147989,6
"1977",1.08103857130383,1.00639902165292,1.04270651455049,6
"1978",1.08180699625815,1.00235239977759,1.04069451980381,6
"1979",1.08872762920037,1.00419247389214,1.04504605011742,6
"1980",1.09856285051211,1.00857401992286,1.05244456500152,6
"1981",1.1067207016982,1.01240928064827,1.05830773028457,6
"1982",1.1103529259191,1.0123032634626,1.06020193577451,6
"1983",1.11355449510227,1.01110717823484,1.06109896127875,6
"1984",1.11863848719412,1.0108513212475,1.06374004954827,6
"1985",1.12677711522568,1.01499722806941,1.06965858925275,6
"1986",1.13415900112683,1.01905665280287,1.07514903434056,6
"1987",1.13599362643357,1.01901885840143,1.07609158258915,6
"1988",1.13989554221874,1.02099591365762,1.07945234873269,6
"1989",1.14470091340201,1.02203241796871,1.08271837529514,6
"1990",1.15003203680357,1.02195352380961,1.08557714967235,6
"1991",1.15027305689296,1.01574899344863,1.0824155313013,6
"1992",1.14722020422969,1.00731091198479,1.07652599731495,6
"1993",1.15101282274851,1.00513155702504,1.07720339041024,6
"1994",1.15953631819552,1.00783234900767,1.08277580959824,6
"1995",1.16573442947179,1.00815591651309,1.08594533400446,6
"1996",1.17151277163135,1.00954608262042,1.08919254880389,6
"1997",1.17082346879397,1.00657653531747,1.08772136408751,6
"1998",1.16281164012276,0.997504202039901,1.07927576420985,6
"1999",1.15394245286181,0.986371951858782,1.06945630656353,6
"2000",1.14676918508033,0.977520018809831,1.0606444780799,6
"2001",1.14836200915486,0.974562605820872,1.05968413474218,6
"2002",1.14786655429434,0.970559561427997,1.05767237717077,6
"2003",1.14811400795202,0.968165059372641,1.05616606975482,6
"2004",1.15189068131082,0.970254331800384,1.05863131362699,6
"2005",1.15888481898465,0.974315276611305,1.06439778206877,6
"2006",1.16485007512824,0.976506267350815,1.06836111723485,6
"2007",1.16860193268402,0.977471816290032,1.07088998260821,6
"2008",1.16719619384162,0.973457248676363,1.06791614123805,6
"2009",1.16420190770084,0.969247102910238,1.06343004857496,6
"2010",1.16001308881987,0.962545133358598,1.05774319235492,6
"2011",1.15462926627935,0.955087895523702,1.05111031965433,6
"2012",1.1502732522378,0.949694292417214,1.04591940684232,6
"2013",1.14797624288777,0.945686329630592,1.04267319647729,6
"2014",1.14666844970199,0.94334435015203,1.04121981583152,6
"2015",1.15224225814789,0.944960385427375,1.04421184508646,6
"2016",1.15531732486089,0.946385326663524,1.04671165231877,6
"2017",1.15126670173625,0.941778835934148,1.04220273111628,6
"2018",1.14214785910827,0.931264656820735,1.03252828469447,6
"2019",1.13950080116877,0.927519188360488,1.02947443576566,6
"2020",1.14068488224487,0.925447812721013,1.02813970671762,6
"2021",1.14120595289468,0.923119101338122,1.02724114443691,6
"2022",1.14011525738149,0.915808237388309,1.02289224921083,6
"1970",1,1,1,15
"1971",1.02921327997244,1.01338274668262,1.02146733900386,15
"1972",1.05195212044208,1.02350239685174,1.03799888852419,15
"1973",1.0669008912418,1.02701458894636,1.04726557298415,15
"1974",1.07957063677306,1.03074529594644,1.05520516541905,15
"1975",1.09072843077825,1.03462006292479,1.06313919153938,15
"1976",1.09864427277889,1.03634394022789,1.06781323959337,15
"1977",1.10379877424125,1.03430282367665,1.06889995995452,15
"1978",1.10908887204892,1.03246360546014,1.07045772093609,15
"1979",1.11780678496411,1.03472478258089,1.07586244075704,15
"1980",1.12940619348132,1.04009294027909,1.08429786854595,15
"1981",1.1388387205688,1.04378111583338,1.09082579134328,15
"1982",1.14326519235096,1.04374309293329,1.09296443309499,15
"1983",1.14645851448392,1.04336980843014,1.09461919493804,15
"1984",1.15109753833085,1.04466399871552,1.09796231489309,15
"1985",1.15772070410613,1.04699808268662,1.10251819005431,15
"1986",1.16394257533916,1.04977340234254,1.1074757298863,15
"1987",1.16810584812917,1.05244006996437,1.11034858901693,15
"1988",1.17150446320323,1.05279820279671,1.11241343402058,15
"1989",1.17585389672078,1.0536583834162,1.11484964172464,15
"1990",1.1803658439205,1.05458811962896,1.11719087213804,15
"1991",1.18001739048439,1.0489611335899,1.11366072849963,15
"1992",1.17674366474679,1.0398448611012,1.10748306617147,15
"1993",1.18219220693299,1.03922405766705,1.11003591437748,15
"1994",1.18943749218732,1.04023300192341,1.11402724954692,15
"1995",1.19476970678536,1.03863833683751,1.1161351923941,15
"1996",1.1993372570432,1.03806670777034,1.11792479964657,15
"1997",1.19782509340445,1.03477644551812,1.11506796200076,15
"1998",1.18748203803733,1.02449871471095,1.1041215605427,15
"1999",1.17288185955165,1.00917583003744,1.08906646108841,15
"2000",1.15930751523059,0.994257614231612,1.07449784494901,15
"2001",1.14905598699151,0.982313310570035,1.06345343088806,15
"2002",1.1422070481492,0.972925872540997,1.05513107952064,15
"2003",1.13696437044076,0.965403184328147,1.04870105007315,15
"2004",1.13870982513631,0.964011272491963,1.04880280667717,15
"2005",1.14229102074739,0.965843029642653,1.05224317828445,15
"2006",1.14750788121057,0.967063060814572,1.05464334999589,15
"2007",1.14485437773638,0.961871728360058,1.05071585734997,15
"2008",1.13637762129425,0.951033207111767,1.04104428806633,15
"2009",1.12510250863833,0.938666549610546,1.02912759274213,15
"2010",1.11493130988596,0.926567660956527,1.01813786929919,15
"2011",1.10678996149649,0.916612719107858,1.00865211948997,15
"2012",1.10167682639665,0.909114795536205,1.00157629422283,15
"2013",1.09957870687808,0.905301713241392,0.998237301869679,15
"2014",1.10035468125698,0.904882450381131,0.998526333465874,15
"2015",1.10252037511108,0.90488921723536,0.999943120120777,15
"2016",1.10086989957678,0.901436863401187,0.99702798957675,15
"2017",1.09256067859772,0.892122273621943,0.987737033856464,15
"2018",1.07953828059112,0.878383153047813,0.974748214654402,15
"2019",1.07245733762815,0.871481103804787,0.967001446014862,15
"2020",1.06539100035141,0.864059917472871,0.960191770841264,15
"2021",1.05968938281824,0.856195261514464,0.953239443629674,15
"2022",1.0516199296346,0.845280181167644,0.942983516611942,15
