"","CI_high","CI_low","LPI_final"
"1970",1,1,1
"1971",1.02583661592577,1.00142939531259,1.01312575859302
"1972",1.04494328280764,1.0070664240695,1.02602469432952
"1973",1.06361183773716,1.00737648979461,1.0351877054964
"1974",1.06179751634145,0.992968305510566,1.0267341504588
"1975",1.06822803010273,0.993836485065836,1.03017909998793
"1976",1.0614693480834,0.981521544359033,1.02062416378056
"1977",1.04751033376438,0.961533720425926,1.00372977401545
"1978",1.03115033891269,0.943714620593304,0.98663810738278
"1979",1.03037028030733,0.939328140658953,0.983825224564356
"1980",1.05593541944063,0.954198907249003,1.00393140229724
"1981",1.05421314720682,0.950631663272195,1.00097160181387
"1982",1.05008246049862,0.944220905325796,0.995389081721794
"1983",1.04520898639335,0.93355536544677,0.987286006400656
"1984",1.05893157171766,0.943107148031519,0.999232703303572
"1985",1.0678540073055,0.946254650310756,1.00522851237353
"1986",1.06353877686669,0.939158800613984,0.999103858558291
"1987",1.05835485620221,0.930269978156725,0.992838861819433
"1988",1.0521519815463,0.922948337446733,0.985688707974361
"1989",1.06390447037991,0.928133074440907,0.993004882345809
"1990",1.06027667287693,0.925097676456049,0.989783654118108
"1991",1.08047770819919,0.938218215524702,1.00714391940781
"1992",1.06847155366966,0.924224244144046,0.993053839364549
"1993",1.10082310893953,0.946789729946597,1.02095432797653
"1994",1.08624037398983,0.930737038123861,1.00623339401288
"1995",1.09651612933247,0.929782837732995,1.00953587865807
"1996",1.09115876794807,0.925984800601059,1.00491735153302
"1997",1.09676933238015,0.930044051228223,1.01033192200227
"1998",1.09249851951345,0.922717198175922,1.00382935198342
"1999",1.07692077388009,0.906448048872935,0.987347488297379
"2000",1.06207407598171,0.892919756543639,0.973462748932792
"2001",1.0626391716825,0.891242716003329,0.973070317856985
"2002",1.04684496739302,0.874818631843434,0.957557324188198
"2003",1.07155442428372,0.88966346551426,0.976024113779071
"2004",1.11081323495317,0.917146937177057,1.00974560360802
"2005",1.11028151759521,0.913413258295928,1.00621055119925
"2006",1.10653288439546,0.907961927930929,1.0012700540523
"2007",1.0824469684249,0.88695426099715,0.979302913650154
"2008",1.08857312443534,0.888767961128422,0.983478617498495
"2009",1.07761619761298,0.875752104581416,0.971209012153827
"2010",1.07313994924173,0.869101619866743,0.9662071510887
"2011",1.08273638483357,0.874152226180816,0.97355908443187
"2012",1.08702599023883,0.877383933759256,0.977354186442529
"2013",1.0754326830585,0.866082565605406,0.965103358769639
"2014",1.03228067552543,0.82891526144601,0.924760713315991
"2015",1.0462904327019,0.839542022228217,0.93696210353328
"2016",1.06774861541414,0.855394096843918,0.955075311626073
"2017",1.06043005526556,0.848135171655675,0.947140860255783
"2018",1.06158163066222,0.845889836443526,0.947326892273547
"2019",1.07008308045892,0.849448201501575,0.953371046972697
"2020",1.06569129277611,0.841731874984226,0.947461862241062
"2021",1.07343510708896,0.843313515344019,0.951468733562924
"2022",1.06976667082263,0.836221451203228,0.945601783706608
