"year","CI_high","CI_low","LPI_final","n_points"
"1970",1,1,1,2
"1971",1.0201465044456,1.00171602077489,1.01086507277254,2
"1972",1.03888752298534,1.00403522108406,1.02107850521712,2
"1973",1.05102251689493,1.00193184041549,1.02568177318832,2
"1974",1.05656738605583,0.995247204879696,1.02473187114213,2
"1975",1.06128810808798,0.990626090688662,1.02464839537045,2
"1976",1.06162781357413,0.984886164901321,1.02159346358444,2
"1977",1.06037210735163,0.977491123368349,1.01738411796601,2
"1978",1.06533710283564,0.976289732182102,1.01965130472272,2
"1979",1.07587762964135,0.980820378650546,1.02687492270589,2
"1980",1.0890754423027,0.987921516062184,1.03716901813884,2
"1981",1.09913574353871,0.994270783808423,1.0451305915445,2
"1982",1.10159332816051,0.992391380632455,1.0453673987576,2
"1983",1.10576949771972,0.99091623325959,1.04644273524905,2
"1984",1.11419511814206,0.992488883208223,1.05111031725188,2
"1985",1.12011233607405,0.994147699435277,1.05438374108305,2
"1986",1.12586181078262,0.994892838914377,1.05755781525342,2
"1987",1.12690787849167,0.993898379058156,1.05716330081751,2
"1988",1.12947555285118,0.995556184341306,1.05891952837171,2
"1989",1.131244023636,0.994462105863306,1.05963031419204,2
"1990",1.1357473617979,0.995350962091416,1.06222177072629,2
"1991",1.1297109923052,0.984901174177652,1.05425589615193,2
"1992",1.12303632439333,0.973642455412883,1.04548658509433,2
"1993",1.12855454860012,0.971551199730392,1.04657729954022,2
"1994",1.14186403609261,0.9753037472938,1.05534680578979,2
"1995",1.14417445045277,0.9742061253888,1.05570353515924,2
"1996",1.14536961754912,0.972703989934753,1.05508982466301,2
"1997",1.14133617233713,0.967513323809605,1.0505775486275,2
"1998",1.12513037465212,0.952782013426615,1.03476331757481,2
"1999",1.11081498528972,0.937897647635244,1.02023143386862,2
"2000",1.09566120439723,0.922659351259005,1.00480677334171,2
"2001",1.0853321413793,0.911029003729447,0.994265396301782,2
"2002",1.07826178392165,0.901941398649596,0.985537917223492,2
"2003",1.07761942251099,0.897651281086927,0.983092771845775,2
"2004",1.07860156187048,0.894684700328041,0.982297859819122,2
"2005",1.08289183671701,0.896504668173519,0.985227067595994,2
"2006",1.08275737619887,0.893009271273899,0.982923552165555,2
"2007",1.07126297807499,0.881739250390902,0.971573980065844,2
"2008",1.0495559801861,0.861377757300104,0.951241985303948,2
"2009",1.029927935414,0.842195482548666,0.931559205256348,2
"2010",1.01124643143336,0.825222369213188,0.91380761361372,2
"2011",0.994085735055449,0.808792767727383,0.896439266383906,2
"2012",0.976701524964692,0.793582932483023,0.879993921900713,2
"2013",0.968496455385093,0.785145361088045,0.872155024024348,2
"2014",0.964412353829955,0.780502173272559,0.867899366262921,2
"2015",0.96322124042288,0.777678165547106,0.866139608988072,2
"2016",0.956526267783774,0.770777397240391,0.859139805711191,2
"2017",0.9425062257906,0.757862621763328,0.845576554138715,2
"2018",0.931573598969575,0.748222052563751,0.835215306869004,2
"2019",0.926154828643439,0.741993643896963,0.829361394257877,2
"2020",0.926092564801248,0.738774406170744,0.82751269597119,2
"2021",0.925089794080088,0.735723412092891,0.825236523663719,2
"2022",0.925368983505526,0.731119165456133,0.822954827254239,2
"1970",1,1,1,3
"1971",1.01987399654076,1.00169617357413,1.0106273811905,3
"1972",1.0382967241571,1.00401687291762,1.02083841208121,3
"1973",1.04963939708218,1.00069705445973,1.02458512860224,3
"1974",1.05546851198895,0.993641790527249,1.02363624217801,3
"1975",1.06044985157341,0.98893713175706,1.02355285565747,3
"1976",1.0612899948839,0.983965803877319,1.02160172990642,3
"1977",1.06145994319739,0.977428749999646,1.01840378863751,3
"1978",1.06631710014366,0.976759467884694,1.02067324767644,3
"1979",1.07619161326132,0.981188616106936,1.02790410551255,3
"1980",1.08922397221762,0.989044339977761,1.03820851817674,3
