"year","CI_high","CI_low","LPI_final","n_points"
"1970",1,1,1,2
"1971",1.01647517375367,0.998997611892433,1.00776600186454,2
"1972",1.02917394004055,0.996941611060954,1.01274849698219,2
"1973",1.03738134586639,0.991223615729904,1.01345974320322,2
"1974",1.03933396548717,0.982312221979364,1.00953895933995,2
"1975",1.0421394777229,0.976092258999533,1.00765824798258,2
"1976",1.04058152192192,0.968376120671502,1.00293216105896,2
"1977",1.03806210339502,0.960041097434118,0.997566400775859,2
"1978",1.03892559786286,0.95680905465414,0.996668338165311,2
"1979",1.04336939174309,0.957759667647475,0.999067771840702,2
"1980",1.05004916639339,0.961138106167269,1.00400980679898,2
"1981",1.05554776776502,0.962587543767554,1.00754889307058,2
"1982",1.05464308365786,0.955878523165856,1.00348209515689,2
"1983",1.05608861684921,0.950997399295778,1.00103050459896,2
"1984",1.05816055473646,0.948500245274342,1.00068308600628,2
"1985",1.05932057369642,0.945844187536631,1.00024078556792,2
"1986",1.057854929453,0.94135134982371,0.997497997847934,2
"1987",1.05336420301814,0.934311016071787,0.991639901150536,2
"1988",1.05106967571152,0.93003539682073,0.988244908327836,2
"1989",1.04826578005605,0.924564944268867,0.984071902393271,2
"1990",1.04786921620703,0.920906660347649,0.982201761615675,2
"1991",1.04425569001948,0.913901249085713,0.976638320230029,2
"1992",1.04172267429653,0.90789690718453,0.972122562771526,2
"1993",1.0469057016816,0.908530067212241,0.97500673379131,2
"1994",1.05681571125497,0.912728937495881,0.982443995288731,2
"1995",1.05963436037431,0.912463260440896,0.983727706844647,2
"1996",1.06200369939235,0.912369877544633,0.984419101814809,2
"1997",1.0617258669362,0.90978617546259,0.982717267623005,2
"1998",1.05136562971111,0.898741225458937,0.972264191237206,2
"1999",1.04172113369973,0.88738915701897,0.961517379974306,2
"2000",1.03182186455614,0.877370301252083,0.951806966802681,2
"2001",1.02869398311078,0.87275721119131,0.94784810645095,2
"2002",1.02723598387247,0.867489657277315,0.944186699247032,2
"2003",1.02724135508051,0.862510411819843,0.941518277310234,2
"2004",1.02526865722473,0.857942097202711,0.938077731548486,2
"2005",1.02780570985748,0.857406141252273,0.938729517415674,2
"2006",1.0274283193965,0.854929962737498,0.937517534248148,2
"2007",1.02483194447177,0.851527896760275,0.935018290443256,2
"2008",1.01809036502123,0.842095723715093,0.926009699856762,2
"2009",1.01219495405609,0.833577475358106,0.918798933216369,2
"2010",1.00477738435467,0.825172673324589,0.911230259311647,2
"2011",0.999653365363936,0.818751507568557,0.905294417795116,2
"2012",0.989029442881356,0.808039755499085,0.894640007291559,2
"2013",0.97919115894956,0.798195301899987,0.884691273226198,2
"2014",0.97432849716554,0.791233835217991,0.878017540371375,2
"2015",0.975324151887847,0.789642471935387,0.877541463042908,2
"2016",0.977476242736759,0.789258385194679,0.878172595773948,2
"2017",0.971030556240998,0.782662652208239,0.871621967319135,2
"2018",0.965142945745316,0.775986663481578,0.865095457491362,2
"2019",0.965451668912502,0.775478407454267,0.864613291408209,2
"2020",0.968427870494851,0.775755589315301,0.866337088028884,2
"2021",0.972085638493879,0.775232174575307,0.867509414046996,2
"2022",0.970294293385942,0.768826750083106,0.862633129539182,2
"1970",1,1,1,3
"1971",1.01658822737273,0.998710687700425,1.00753115280776,3
"1972",1.02915601673175,0.996448775388376,1.01251248680836,3
"1973",1.03619635744726,0.989956331237856,1.01266199789116,3
"1974",1.03836902138189,0.980757276188707,1.00874430027475,3
"1975",1.04130541953437,0.974468174149937,1.0068650693202,3
"1976",1.04037096065458,0.96810559610215,1.0031513772408,3
"1977",1.04001951339931,0.960637671142819,0.998708012455097,3
"1978",1.04126729756012,0.957695115521123,0.997808922104677,3
"1979",1.04501957113165,0.958254161857524,1.00021110168401,3
"1980",1.05203080322645,0.961310365888643,1.00515879229069,3
"1981",1.05713152888104,0.962700168798927,1.00870192868088,3
"1982",1.05721385040197,0.957886768110579,1.00600551632385,3
"1983",1.05829750329644,0.952114415846368,1.00354776083728,3
"1984",1.06148190491735,0.950029146239239,1.00380929623861,3
"1985",1.06502248881543,0.949256501031411,1.00494563641077,3
"1986",1.06312096848791,0.945241584736923,1.00218994739011,3
"1987",1.05839128713643,0.938616471819761,0.996266215913859,3
"1988",1.05522839785715,0.93464737236236,0.992706290361369,3
"1989",1.05203170911195,0.928786993403471,0.988356910285909,3
"1990",1.05032339879825,0.924207084502482,0.984573302763265,3
"1991",1.0466964235037,0.916795953444066,0.979460433715753,3
"1992",1.04374548814507,0.910656967946792,0.975038948584035,3
"1993",1.04914107483415,0.912178549339259,0.97813563504421,3
"1994",1.06032591359119,0.916484233285744,0.98566188528132,3
"1995",1.06286416623542,0.916000399146171,0.986846657382143,3
"1996",1.06778186456127,0.918260229761368,0.990330505916,3
"1997",1.06657035246974,0.916008666036706,0.988807162029544,3
"1998",1.05777098289759,0.906505525785674,0.97972670439739,3
"1999",1.04786621999775,0.895082966677206,0.968709938229325,3
"2000",1.03949566715998,0.884657354561352,0.9589122864141,3
"2001",1.03792679597792,0.87912650684931,0.954920923442279,3
"2002",1.03752564527709,0.873767008481341,0.951389067926207,3
"2003",1.03759268927695,0.871100950135289,0.949544210276754,3
"2004",1.03845968608828,0.86965762976533,0.949245652120692,3
"2005",1.04143485049621,0.870231618006019,0.951136847810637,3
"2006",1.04089782879753,0.867505124580707,0.949468869400149,3
"2007",1.04088548265989,0.866071491144161,0.94852373986743,3
"2008",1.03358020031484,0.858169023604183,0.941396752742076,3
"2009",1.02545616543613,0.848299135750905,0.93203570904106,3
