"filename","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/baseline_years/2015/linear/C-LPI_pops.txt",1,0.00210214740086999,-0.00116401181351118,-0.00203202713125174,0.00156168495392478,0.00284129853617649,0.00305085980166215,0.00109242330382392,NA
