"1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
1,-0.00159132771706085,-0.00909535899703848,-0.00656470838477392,-0.000826545541016128,0.00960511021981179,-0.00129544582620677,0.000132388009711178,-0.00114689804127619,0.00567910488837225,0.00181601320333422,-0.00462026652686696,-0.00219177804938219,0.000391321944504246,0.00713590357119385,-0.00213003884763224,0.00599617224814322,-0.00550208754940209,0.0120554815942522,-0.00619894471182439,0.00335727466313461,0.00230090323342794,-0.000116296764133395,-0.00371953796961853,-0.00778371195055115,-0.00173460648872789,-0.00166296741759535,-0.00471101545103461,0.00338935905984312,0.0137420842975273,-0.00216219703862166,0.00365305263563614,-0.0114371413129004,0.00564227339145706,-0.00590464964300179,0.00141931248561621,0.00874685216414996,0.00549472380262772,-0.00545348513903105,-0.0144879830622639,0.00656429851504215,0.0109125203957385,-0.00894423841686904,-0.00309331807327005,0.000708896207305352,0.000891522788322969,0.00512947929180708,0.00125891932070789
