"initial_year","Year","LPI_final","CI_low","CI_high"
"1970","1970",1,1,1
"1970","1971",1.00888784525276,0.997473232920086,1.0203112379377
"1970","1972",1.01493976307082,0.999347999469805,1.03043933837707
"1970","1973",1.01578842604301,0.996796046119958,1.03409557635194
"1970","1974",1.01241683486194,0.99138182838865,1.03326071927929
"1970","1975",1.0110805131137,0.987709027294766,1.03398084964243
"1970","1976",1.00821612274597,0.983545638842915,1.03251588965838
"1970","1977",1.00424274797307,0.977876183390637,1.03053097744866
"1970","1978",1.00406769078146,0.976336019847312,1.03235845852354
"1970","1979",1.00745632194196,0.978941632967132,1.03674551226058
"1970","1980",1.01397168755729,0.984321107872249,1.04428977175212
"1970","1981",1.01928558885826,0.98832954778554,1.05082660308525
"1970","1982",1.01864817752673,0.986775783770947,1.05110807023416
"1970","1983",1.01804113083699,0.985147075570125,1.05199618983528
"1970","1984",1.02030816251368,0.986127294932172,1.05512698298852
"1970","1985",1.02362034149713,0.988305040289439,1.05905473584409
"1970","1986",1.02354744555085,0.987568961280932,1.05951620925217
"1970","1987",1.02004087240003,0.983716077877457,1.05705933446709
"1970","1988",1.01846123120709,0.98104450425183,1.05660212382278
"1970","1989",1.01572799401615,0.977494022983054,1.05506861387992
"1970","1990",1.01380139385394,0.974837215397318,1.05403375198548
"1970","1991",1.00889612399761,0.969041419871844,1.05050740839076
"1970","1992",1.0044381052363,0.964112735339097,1.04679455065705
"1970","1993",1.00869895126007,0.967587137857845,1.05260726707801
"1970","1994",1.01787505865326,0.973843527935313,1.06299273095692
"1970","1995",1.02192634648503,0.976616682267925,1.0685541183474
"1970","1996",1.02849721692602,0.982457052021501,1.07603117922421
"1970","1997",1.02909847607986,0.982023878018062,1.0779946261062
"1970","1998",1.02028109015221,0.97256721778172,1.07057328666049
"1970","1999",1.00951992178221,0.961238182740444,1.06017152898555
"1970","2000",1.00242086268841,0.954577909697173,1.05329755960818
"1970","2001",0.997207824089999,0.948666922860017,1.04831093965059
"1970","2002",0.992243074440268,0.943193532154836,1.04450700941034
"1970","2003",0.987994117703974,0.938660202605804,1.041037202575
"1970","2004",0.987036543162224,0.937461056038736,1.04029352933107
"1970","2005",0.991289128272759,0.940642583051831,1.04553360663187
"1970","2006",0.993105589135152,0.942033620989858,1.04779870530001
"1970","2007",0.995975541311997,0.943684149981306,1.05204277200577
"1970","2008",0.993754431245749,0.941308361108454,1.0498440005746
"1970","2009",0.98977929852544,0.936685927747859,1.04688231816679
"1970","2010",0.986877543893677,0.933952692793098,1.04380848021345
"1970","2011",0.985461262671354,0.932329876963209,1.04251462206161
"1970","2012",0.983793230162387,0.93026403443945,1.04149949664141
"1970","2013",0.985016115963268,0.931088286083278,1.04299686601107
"1970","2014",0.988315078564095,0.934068229809807,1.04715031950394
"1970","2015",0.994301026749057,0.938646614156191,1.05330537006381
"1970","2016",0.999125481521324,0.942831748562021,1.05867453029248
"1970","2017",0.996451174675611,0.939989723624171,1.05644188446817
"1970","2018",0.991799754235182,0.935091782073921,1.05196392894618
"1970","2019",0.995372599333086,0.937390250508667,1.05593223512994
"1970","2020",1.00190600554891,0.943359139280345,1.06370603826792
"1970","2021",1.00896903865799,0.949667619584478,1.07280743566147
"1970","2022",1.01151019163626,0.950669931403139,1.07698337937862
"1970","2023",1.01151019163626,0.950669931403139,1.07698337937862
"1975","1975",1,1,1
"1975","1976",0.997167000717973,0.988661087159159,1.00571918752925
"1975","1977",0.993237170480549,0.980659947544266,1.00627950990973
"1975","1978",0.993064031754865,0.978136418343564,1.00882967291385
"1975","1979",0.996415526632417,0.979818549355216,1.01378102110571
"1975","1980",1.00285948982904,0.984512721005292,1.02200005864137
"1975","1981",1.0081151556559,0.988347995926872,1.02840755531215
"1975","1982",1.00748472976671,0.98596047672698,1.02975429732028
"1975","1983",1.00688433575073,0.983819242238227,1.03087168227042
"1975","1984",1.00912652284393,0.984677530163437,1.03391805596692
"1975","1985",1.01240240339003,0.986985280722411,1.03850056280964
"1975","1986",1.01233030631632,0.985692864928859,1.03952964147871
"1975","1987",1.00886216198425,0.981568288272941,1.03709469959618
"1975","1988",1.0072998322069,0.978639948058406,1.03653157480786
"1975","1989",1.00459654878338,0.974091291830445,1.03475133667351
"1975","1990",1.00269106238816,0.971447799520398,1.03427687256129
"1975","1991",0.997839549780899,0.965312916531356,1.03052596071955
"1975","1992",0.993430386807735,0.960062950881724,1.02726807233146
"1975","1993",0.997644537875334,0.962873521894721,1.03300154670707
"1975","1994",1.0067200835655,0.970096332921624,1.04467966197595
"1975","1995",1.01072697300626,0.973152044310307,1.05006173710401
"1975","1996",1.01722583274668,0.978173926260664,1.05731841243847
"1975","1997",1.01782050265283,0.977584942772724,1.05964346721319
"1975","1998",1.00909974717066,0.967865090144264,1.05204701424435
"1975","1999",0.998456511315124,0.957013554457733,1.04184838341787
"1975","2000",0.991435251384067,0.948862017930104,1.03525527730137
"1975","2001",0.986279342897259,0.943588926511385,1.03083880363036
"1975","2002",0.98136900234046,0.937838688374854,1.02673135591024
"1975","2003",0.977166610264671,0.932539191501101,1.02275443472747
"1975","2004",0.976219529859767,0.931642089453017,1.02323788198317
"1975","2005",0.980425510546151,0.934767365938897,1.02853726440137
"1975","2006",0.982222064667048,0.936086020478864,1.03126280507454
"1975","2007",0.985060564805881,0.93780121855696,1.03459891511
"1975","2008",0.98286379606448,0.935803634462544,1.03234011418772
"1975","2009",0.97893222714514,0.931986033932147,1.02884785232525
"1975","2010",0.976062273077063,0.92801432263993,1.02667310034877
"1975","2011",0.974661512995196,0.925776107338202,1.02582542345513
"1975","2012",0.973011760589397,0.924013114090723,1.02389865603811
"1975","2013",0.974221244685885,0.924313400564575,1.02632204490369
"1975","2014",0.977484053688768,0.926723673591536,1.03024714250627
"1975","2015",0.983404401383462,0.931278359877158,1.03791419999625
"1975","2016",0.988175984565705,0.935675375970457,1.04373299491043
"1975","2017",0.985530985664997,0.932297837653323,1.04077971935257
"1975","2018",0.980930540517355,0.928067072390957,1.03596473525681
"1975","2019",0.98446423051688,0.930818829666994,1.04032154851581
"1975","2020",0.990926036605599,0.936291592763405,1.04782711911219
"1975","2021",0.99791166536362,0.941979423521894,1.05725164858529
"1975","2022",1.00042496964089,0.942568853737003,1.06047850713045
"1975","2023",1.00042496964089,0.942568853737003,1.06047850713045
"1980","1980",1,1,1
"1980","1981",1.00524068015526,0.997868471123341,1.01294624487517
"1980","1982",1.00461205182239,0.993483825801288,1.01589126086597
"1980","1983",1.00401336973175,0.989954081192938,1.01830036650723
"1980","1984",1.00624916359515,0.990419701796974,1.02240381914058
"1980","1985",1.0095157035036,0.992302731777671,1.02708172054232
"1980","1986",1.00944381200291,0.990519062737192,1.02782464135266
"1980","1987",1.00598555651722,0.985551801762353,1.02630017536501
"1980","1988",1.00442768146773,0.982541326967204,1.02622510933526
"1980","1989",1.00173210601481,0.978396072322114,1.02494013658872
"1980","1990",0.999832052802422,0.975130063824838,1.02499822845296
"1980","1991",0.994994373489949,0.968478342965122,1.02125560475475
"1980","1992",0.990597782523935,0.962802248645406,1.01847194306066
"1980","1993",0.994799917628941,0.965420280007034,1.0246652676046
"1980","1994",1.00384958588477,0.972058119393431,1.03572096616901
"1980","1995",1.00784505033558,0.974986667371838,1.04152334450334
"1980","1996",1.01432537964026,0.979901181292714,1.04957002478264
"1980","1997",1.01491835394242,0.978864643472163,1.05120828911659
"1980","1998",1.00622246426833,0.968891056547168,1.04469094647044
"1980","1999",0.995609575859256,0.957355076347356,1.03498772676136
"1980","2000",0.988608335902646,0.949557390188166,1.02806795060508
"1980","2001",0.983467128645698,0.943835945352111,1.02415205839764
"1980","2002",0.978570789121967,0.937853085913163,1.02007926327567
"1980","2003",0.974380379479929,0.933400193595349,1.01621700295675
"1980","2004",0.973435999519915,0.931175158787322,1.01647696476286
"1980","2005",0.977629987540211,0.934218709860654,1.02193220617532
"1980","2006",0.979421419080839,0.935508504728789,1.02507092318727
"1980","2007",0.98225182570073,0.938044572591189,1.027967918326
"1980","2008",0.980061320686138,0.935113542795255,1.02623920677654
"1980","2009",0.976140961992609,0.931041480159246,1.02272471843516
"1980","2010",0.973279191129209,0.928004237875972,1.02047530822807
"1980","2011",0.971882425085637,0.926336883211881,1.01928397292962
"1980","2012",0.970237376679025,0.924468117472493,1.01824934385593
"1980","2013",0.971443412129409,0.925439266241742,1.02016158751347
"1980","2014",0.974696917766016,0.92763848770672,1.02433041319309
"1980","2015",0.980600384557463,0.932804675497388,1.03157968136818
"1980","2016",0.9853583623506,0.936702021868051,1.03666261172289
"1980","2017",0.982720905231698,0.934228130670455,1.03456546416348
"1980","2018",0.978133577501045,0.928541634954154,1.03021222132713
"1980","2019",0.98165719176143,0.931856486505399,1.03510548128436
"1980","2020",0.988100573066842,0.936851017162114,1.04182252195755
"1980","2021",0.995066283446879,0.942876431725013,1.05043039448442
"1980","2022",0.997572421448021,0.943900921816945,1.05508923122762
"1980","2023",0.997572421448021,0.943900921816945,1.05508923122762
"1985","1985",1,1,1
"1985","1986",0.999928786149197,0.992417157506,1.00728449445682
"1985","1987",0.99650312820878,0.985959013980864,1.00669262446935
"1985","1988",0.994959937702595,0.981295489703379,1.00798612670313
"1985","1989",0.992289770766538,0.976398799458548,1.00756709205599
"1985","1990",0.990407627471699,0.972856987896763,1.00809075658834
"1985","1991",0.985615548165073,0.965906896871727,1.00536196740051
"1985","1992",0.981260399502447,0.960323813847625,1.00290270204607
"1985","1993",0.985422925246645,0.962596004282054,1.00959743009644
"1985","1994",0.994387291253455,0.968164664965151,1.021521691829
"1985","1995",0.998345094422779,0.970910621651964,1.02721132324556
"1985","1996",1.00476434008899,0.976070722141872,1.03539044854227
"1985","1997",1.00535172501039,0.974931928606468,1.03709739994349
"1985","1998",0.996737802865435,0.964664534475376,1.02982981260732
"1985","1999",0.986224951631678,0.953222044972849,1.02065411450482
"1985","2000",0.979289705421727,0.94560037031796,1.01488216350065
"1985","2001",0.974196959227581,0.939447869058935,1.01054850908657
"1985","2002",0.969346772641342,0.934045034499065,1.00707034726893
"1985","2003",0.9651958618358,0.928571291482156,1.00338260435848
