"filename","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/baseline_years/2015/loglinear/C-LPI_pops.txt",1,0.0109125203957385,-0.00894423841686904,-0.00309331807327005,0.000708896207305352,0.000891522788322969,0.00512947929180708,0.00125891932070789,NA
