"filename","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/baseline_years/2010/linear/C-LPI_pops.txt",1,-0.000720361981539069,-0.00086935103134426,0.00017838404808604,0.00141362189501281,0.00245844077318433,0.00188080184769199,-0.00166101150000685,-0.00285975228554276,0.000136448334477604,0.0011308990907225,0.00163822248752243,-0.000415442990669471,NA
