"LPI_final" "CI_low" "CI_high"
"2010" 1 1 1
"2011" 0.998342680113632 0.991196298339076 1.00574948999748
"2012" 0.996346241792763 0.985964949046792 1.00683676693153
"2013" 0.996755569540604 0.984180543569555 1.00934064676679
"2014" 1.00000527968087 0.985532387357641 1.01497558959656
"2015" 1.00568213115769 0.989433850328994 1.0224642129339
"2016" 1.01004688951775 0.992194346057406 1.02878481300159
"2017" 1.00619122159366 0.987338879302439 1.02590330640571
"2018" 0.999587396883181 0.979030548141842 1.02080763387762
"2019" 0.999901500491421 0.978055837296619 1.02226708732142
"2020" 1.00250862838362 0.978977048950146 1.02639488958261
"2021" 1.00629737934627 0.981205876103653 1.03271259047794
"2022" 1.00533522275041 0.976359694621236 1.03545921243747
"2023" 1.00533522275041 0.976359694621236 1.03545921243747
