"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0433147081700624,0.0433147081700622,-0.0509415822485153,-0.0509415822485153,-0.0509415822485155,-0.145197872667093,-0.145197872667093,NA,NA,-0.346360527529698,-0.170884591549911,0.0545496303479843,0.0493635822691264,0.0387966786416286,0.0249650741011122,0.0117127695361743,0.0300208332421839,0.0273989054745138,0.0852943618662343,0.0549574732701641,0.0330628475751464,0.0122386534608514,0.0145761189724874,0.0198407939465995,0.03579700033653,0.0173032498922669,0.00629259356262466,0.0336946794393783,-0.0196383849994605,0.0273900918163553,0.137543428292267
