"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,0.00826650571060224,0.0153715814641621,0.0358587205446821,0.0314981464908976,0.0168989744753434,0.0100086262321912,0.00505197341512042,0.00605086997544823,0.0151709430392427,0.0146713201379634,0.0113582103102511,0.00762364761028994,0.00532008272851336,0.00127151943379309,-0.00115228616595479,0.000483319342772087,0.0113092929478343,0.0265196651966849,0.0250678789483279,0.0228539015669545,0.018647299400167,0.00989427978181302,0.006012581958354,0.00790482652539169,0.0193687695439589,0.0240068456450243,0.0281360773957562,0.0171730666623989,0.0173331089902935,0.00993897470347707,-0.0064845650649337,-0.00467870916889358,-0.00231634894425145,0.0244442449826884,0.0251945931803386,0.0216467312042939,0.0200395926013473,0.0103621435025406,0.00149541907632764,0.00946159188988947,0.0114535348721995,0.0103484657079026,0.0239589795211851,0.00940430600338549,0.0103348180905769,-0.0279889822733775,-0.0279889822733775,0.0103348180905769
