"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,NA,NA,NA,NA,NA,0.00232133398238776,-0.0045475401706041,-0.0079328434243986,0.00406789524095241,0.00840951687385361,0.017926908308813,0.0134248220832913,0.00903012252748614,-0.0121841775612487,-0.0159334368501824,0.0526216041332544,0.0305044836730872,0.00677676207553243,-0.0242385948853603,-0.0388093386528856,-0.03776501039428,0.0235918051367152,0.0585442921096987,0.130321682674893,0.0139277296724312,0.00825018977574327,0.00847720420024771,0.040003584285322,0.0505473183117162,-0.00189244113345923,0.00187713277125987,0.000743572724703948,-0.0157495169654008,-0.014248080736788,-0.0143516851458097,-0.0169206598346259,0.0109203318894017,0.0120140389778906,0.0169665479734408,0.00967788249074959,0.011012566548453,0.0149121216466377,0.0205210679247212,-0.00140644948917834,-0.0148659944585842,-0.0348407736415803,-0.0569950011768764,-0.338417782508006
