"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,NA,0.0127951679584019,0.0127951679584019,0.00637628903450362,0.00637628903450357,0.00493776084566083,0.0049377608456609,0.00493776084566094,0.0049377608456611,0.00493776084566092,0.00493776084566082,0.00493776084566092,0.00493776084566086,0.00493776084566107,0.00493776084566094,0.00493776084566091,0.00493776084566091,0.00493776084566099,-0.00348448817830548,-0.00350500531960853,-0.00355726645631427,-0.00364082141242141,-0.00373615519112632,-0.00382186886339802,-0.003894798729672,-0.00396480467610037,-0.00403022122231965,-0.00407083937114177,0.00493776084566085,0.00493776084566089,0.0059709136106035,0.00597091361060356,0.00597091361060346,0.00597091361060343,0.00597091361060364,0.00597091361060351,0.00597091361060337,0.00669017770502476,0.00669017770502488,0.00669017770502474,0.00457522713203751,0.00457522713203751,0.00457522713203745,0.00457522713203773,0.000271298781126306,0.000271298781126306,0.00700406637554618,0.00700406637554596
