"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
1,-0.0894936637645336,-0.0619882426061307,-0.0554947739521173,-0.0811166284182607,-0.0810583352104426,-0.0447377405794247,-0.049137422261122,0.00255802288617154,0.0287984270803607,0.0279737805774139,0.0254799672231252,-0.020405123592788,-0.0254720419392977,-0.0213951644746105,-0.0058356697288821,0.0028263941272458,0.00749819701458201,0.0317410547430714,0.0313976726376678,0.0193914636752476,-0.0268796543679541,-0.0252655552765002,0.00705674704834969,0.018518503237172,0.0171714080080773,0.0265653935983301,0.0162919406749849,-0.0144503731073855,-0.0340443680287536,-0.0068041812145156,-0.0184828654656365,-0.0285662539127446,-0.0279605060938554,-0.00292965325536584,0.0250202080018926,0.0234484464633633,-0.000894565918073475,-0.0197509667726821,-0.025859123923798,-0.024930255230108,-0.0294772792306578,-0.0192503694151021,0.00131348938959125,-0.00608902984085486,-0.0135611922973335,-0.0077934435791538,-0.00119980393722875,-0.0136316592660867,-0.0249500299324872,-0.0391201997366782,-0.0216690363839689,-0.017579108708244
