"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10509727534981,0.0314481933239533,0.00864827456845207,-0.0078675951158953,-0.0181514893468712,-0.0291297196119098,0.00202986921608544,0.00281880500941739,-0.0246275772168607,-0.0192282433058062,-0.0170028656823122,-0.0291055142813819,-0.0318119936447161,0.00461512300782219,0.00444110476850161,-0.0826751215201358,-0.0652218283298664,0.0335911078561343,0.0309980838170847,0.0421463741303482,0.0366137323142796,0.0313128104883573,0.0151847519725342,-0.00814162878812314,0.0562296512661007,0.0470869099493604,0.0306659406781051,0.0159841756362338,0.0145761189724874,0.0198407939465995,0.03579700033653,0.0173032498922669,0.00629259356262467,0.0336946794393783,-0.0196383849994605,0.0273900918163553,0.137543428292267
