"filename","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/baseline_years/2000/linear/C-LPI_pops.txt",1,-0.00226441943074847,-0.0021676009742228,-0.00186371744115393,-0.000421127003564702,0.00186711128368724,0.000795082896105347,0.00125324728044957,-0.000969595130438909,-0.001740712033845,-0.0012750993522479,-0.000623709499958858,-0.000735727647356368,0.000539506402348422,0.00145208527818898,0.00262246650573703,0.00210214740086999,-0.00116401181351118,-0.00203202713125174,0.00156168495392478,0.00284129853617649,0.00305085980166215,0.00109242330382392,NA
