population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
479_3,1,NA,NA,NA,NA,NA,0.00232133398238776,-0.0045475401706041,-0.0079328434243986,-0.00137784822074982,0.00730539504505279,0.0081522505099072,0.00527293879406288,0.00914892586294913,0.0136043293844834,-0.00380272343030441,-0.0482438852104601,-0.0861720763194298,-0.0766561805486918,-0.0237316927125859,0.0217824365224808,0.0207429481541697,-0.0102598691481854,-0.026923312561723,-0.0154439389128609,-0.000677736666382156,-0.00159319511596911,-0.00588109562261474,0.00278812248884019,0.0153921941023927,0.0135236670350511,0.000516672107474525,-0.00476205564111276,0.00131488302701332,0.00455397581555883,0.000498676582218804,0.00202928665734836,0.0131599263013413,0.0164536313756767,0.000172702989146511,-0.0192022832940841,NA,NA,NA,NA,NA,NA,NA,NA
4090_7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445281053200359,0.0293990721337936,0.00794428684168613,-0.0050804109928182,-0.00830860725715121,-0.0195825506463916,-0.0494593337381071,-0.0748687862415456,-0.0606399434877558,-0.0113057483775896,0.0227259449758708,0.00642385651347932,-0.0322780994023972,-0.0403720855676337,-0.0121681192296716,0.00810245053081271,-0.00555653573967207,-0.0254315991547223,-0.0164228499662642,0.0117937659100424,0.0240906842421147,0.0127313639433357,0.000886218494945412,0.0011025745543749,0.00112529127393279,-0.00636477525651857,-0.008061931866441,0.00495299182971154,0.0187478297685955,0.0184153022464943,0.0117544022239773,0.0139072254531907,0.0215739500291414,NA,NA,NA,NA,NA
725_4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110169899867121,-0.110169899867121,-0.110169899867121,-0.110169899867121,-0.110169899867121,-0.110169899867121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0432408190575018,-0.0432408190575022,-0.0432408190575018,-0.0432408190575018,-0.0432408190575022,-0.0432408190575018,-0.0432408190575022,-0.0432408190575018,-0.0432408190575018,-0.0432408190575022,-0.0432408190575022,-0.0432408190575018,-0.0432408190575022,-0.0432408190575018,-0.0432408190575018,-0.0432408190575022,-0.0432408190575018,-0.0432408190575018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775_6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131620717387343,-0.131620717387343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173_2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0986047170598399,-0.0986047170598399,-0.0986047170598396,-0.0986047170598396,NA
765_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0547545709871656,0.0541703874439771,0.0535352885653518,0.0533780859284585,0.0534228224189036,0.0526911800858609,0.0503913675456782,0.0465510176627144,0.0418160646771288,0.036833571808331,0.0319203652628612,0.0271606679263074,0.0225636629595294,0.0181832205001018,0.0142529424643887,0.0108916452451866,0.00809467546780884,0.00590568043391704,0.00441686632392768,0.0036119319902046,0.00334767920324208,0.00353218065971683,0.00419990007125759,0.00532133295159443,0.00662624306875292,0.00775020002324944,0.00854146644261355,0.0091065922031095,0.00954885759168511,0.00980837510142618,NA
480_4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0547545709871656,0.0541703874439771,0.0535352885653518,0.0533780859284585,0.0534228224189036,0.0526911800858609,0.0503913675456782,0.0465510176627144,0.0418160646771288,0.036833571808331,0.0319203652628612,0.0271606679263074,0.0225636629595294,0.0181832205001018,0.0142529424643887,0.0108916452451866,0.00809467546780884,0.00590568043391704,0.00441686632392768,0.0036119319902046,0.00334767920324208,0.00353218065971683,0.00419990007125759,0.00532133295159443,0.00662624306875292,0.00775020002324944,0.00854146644261355,0.0091065922031095,0.00954885759168511,0.00980837510142618,NA
175_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481_2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292070927136328,0.225024673426588,0.0734590049020822,-0.125479619438065,-0.275228220696183,-0.279802450169372,-0.121558650316278,0.10734304696447,0.26390537215398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355_2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240008938845913,0.240008938845913,0.240008938845913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00951363870265465,0.00951363870265443,0.00951363870265443,0.00951363870265443,0.00951363870265465,0.00951363870265443,0.00951363870265465,0.00951363870265443,0.00951363870265465,0.00951363870265443,0.00951363870265443,0.00951363870265465,0.00951363870265443,0.00951363870265443,0.00951363870265465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0542571529527016,-0.0472426873797676,-0.0321583575796118,-0.0111766572147403,0.0102680680828844,0.0255270597978241,0.0294075803770737,0.0207404363121051,0.00362903197650932,-0.0138866154032173,-0.0241213881456175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293_4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00889148494120562,0.00889148494120606,0.0088914849412054,0.00889148494120562,0.00889148494120562,0.00889148494120584,0.00889148494120562,0.00889148494120562,0.00889148494120562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294_5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00472701953847476,0.00472701953876831,0.00472701953867771,0.00472701953762944,0.00472701953586019,0.00472701953411647,0.00472701953280952,0.00472701953179011,0.00472701953090282,0.00472701953034482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30_2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0859716750895863,0.0859716750895867,0.0859716750895867,0.0859716750895867,0.0859716750895867,0.0859716750895867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00401890484393652,-0.00401890484393608,-0.00401890484393652,-0.00401890484393652,-0.00401890484393608,-0.00401890484393608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0387879299999527,-0.0387879299999525,-0.0387879299999525,-0.0387879299999527,-0.0387879299999525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
