ID,min_year,max_year
487_3,1973,1977
487_4,1973,1977
503_17,1989,1994
503_18,1989,1994
51_1,1970,1980
51_2,1970,1980
533_1,1995,2006
537_2,2003,2010
539_10,1985,2008
540_1,1986,2005
540_2,1986,2005
540_3,1986,2005
541_1,2005,2007
544_19,2005,2007
544_20,2005,2007
545_21,2005,2010
545_22,2005,2010
546_23,1987,1992
546_24,1987,1992
549_1,1994,2007
549_2,1994,2007
556_25,1981,1984
556_26,1981,1984
559_5,1981,1984
559_6,1981,1984
561_2,2000,2002
562_7,2000,2002
562_8,2000,2002
563_27,1995,1997
563_28,1995,1997
564_5,1995,1997
565_10,1997,2006
565_9,1997,2006
566_11,1990,1991
566_12,1990,1991
567_13,1989,1991
567_14,1989,1991
568_15,1989,1991
568_16,1989,1991
57_1,1972,1991
57_2,1972,1991
570_43,1997,2008
570_44,1997,2008
571_45,2007,2008
571_46,2007,2008
572_47,1994,2008
572_48,1994,2008
573_49,2001,2008
573_50,2001,2008
574_51,1998,2008
574_52,1998,2008
575_53,1994,2008
575_54,1994,2008
576_55,2003,2008
576_56,2003,2008
577_57,1998,2008
577_58,1998,2008
578_59,1994,2008
578_60,1994,2008
579_61,2001,2008
579_62,2001,2008
580_63,1995,2008
580_64,1995,2008
581_65,2007,2008
581_66,2007,2008
586_7,1983,2005
586_8,1983,2005
60_1,1972,1991
60_2,1972,1991
604_29,1994,1997
604_30,1994,1997
609_2,2000,2007
611_1,2000,2007
611_2,2000,2007
620_6,1997,2011
621_31,1997,2011
621_32,1997,2011
622_4,2004,2010
629_3,1995,1998
629_4,1995,1998
633_5,2000,2004
633_6,2000,2004
638_1,2011,2012
638_2,2011,2012
638_3,2011,2012
642_3,1982,2017
681_2,1995,1998
682_1,1993,1995
684_5,1996,2013
684_6,1996,2013
685_10,2001,2011
685_9,2001,2011
686_11,2002,2012
686_12,2002,2012
687_1,2001,2011
687_2,2001,2011
688_3,2009,2012
688_4,2009,2012
691_4,1971,2016
719_1,2007,2014
720_1,2016,2017
722_17,2016,2017
722_18,2016,2017
723_3,2016,2017
724_7,2016,2017
727_1,2016,2017
729_3,2016,2017
729_4,2016,2017
730_19,2016,2017
730_20,2016,2017
735_1,1995,2016
736_1,1995,2016
737_4,1995,2016
737_5,1995,2016
737_6,1995,2016
748_4,2005,2022
749_5,2005,2022
750_6,2010,2022
751_7,2009,2022
752_33,2005,2022
752_34,2005,2022
753_21,2006,2022
753_22,2006,2022
754_23,2007,2022
754_24,2007,2022
755_25,2006,2022
755_26,2006,2022
756_27,2008,2022
756_28,2008,2022
759_5,1988,2022
759_6,1988,2022
762_7,2000,2022
762_8,2000,2022
769_8,2004,2014
770_3,1970,1990
770_4,1970,1990
772_4,2002,2014
772_5,2002,2014
772_6,2002,2014
782_5,1980,2016
783_6,1987,2014
784_7,1987,2014
785_8,1987,2014
786_9,1987,2014
787_10,1987,2014
788_11,1987,2014
789_12,1987,2014
790_13,1987,2014
791_14,1987,2014
792_15,1997,2001
83_1,1998,2002
83_2,1998,2002
84_1,1998,2002
87_1,1972,1997
87_2,1972,1997
88_3,1973,1997
88_4,1973,1997
89_5,1980,1993
89_6,1980,1993
90_1,1975,2003
90_2,1975,2003
915_5,2010,2011
915_6,2010,2011
916_7,2010,2011
916_8,2010,2011
92_1,1994,2000
93_2,1994,1999
94_3,1994,1999
98_4,1995,2000
