population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
325_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0840103749016667,0.0794804783639713,0.0540688273775252,0.012104310545052,-0.0105784190564939,0.0113421916413343,0.0543527030228201,0.07037112422223,0.0439916853244195,0.00559517199804516,-0.0123613062059191,-0.010827675324637,-0.00852260446629272,-0.010828076282634,NA
325_4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0840103749016667,0.0794804783639713,0.0540688273775252,0.012104310545052,-0.0105784190564939,0.0113421916413343,0.0543527030228201,0.07037112422223,0.0439916853244195,0.00559517199804516,-0.0123613062059191,-0.010827675324637,-0.00852260446629272,-0.010828076282634,NA
3159_35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416348431134204,0.0416348431134203,0.0416348431134204,0.0416348431134204,0.0416348431134203,0.0416348431134205,0.0416348431134201,0.0416348431134204,NA,NA,NA,NA,NA
3159_36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416348431134204,0.0416348431134203,0.0416348431134204,0.0416348431134204,0.0416348431134203,0.0416348431134205,0.0416348431134201,0.0416348431134204,NA,NA,NA,NA,NA
660_7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635153986231552,0.447905253451267,0.17214447412406,-0.0239840884738585,-0.0535216430415886,0.0156776563592063,0.0519516914345941,0.0271168147852299,-0.0388458269685654,-0.0749712814070029,-0.0307541655326282,0.0656082599153447,0.137543428292267
660_8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635153986231552,0.447905253451267,0.17214447412406,-0.0239840884738585,-0.0535216430415886,0.0156776563592063,0.0519516914345941,0.0271168147852299,-0.0388458269685654,-0.0749712814070029,-0.0307541655326282,0.0656082599153447,0.137543428292267
2997_11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409577,0.0498354758409575,0.0498354758409576,NA,NA,NA
2997_12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409576,0.0498354758409577,0.0498354758409575,0.0498354758409576,NA,NA,NA
3109_13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0771458013521744,0.0771458013521744,0.0771458013521745,0.0771458013521745,0.0771458013521745,0.0771458013521745,0.0771458013521744,0.0771458013521746,NA,NA,NA
3109_14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0771458013521744,0.0771458013521744,0.0771458013521745,0.0771458013521745,0.0771458013521745,0.0771458013521745,0.0771458013521744,0.0771458013521746,NA,NA,NA
3110_15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301697563394187,0.0301697563394187,0.0301697563394185,0.0301697563394188,0.0301697563394187,0.0301697563394185,NA,NA,NA,NA,NA
3110_16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301697563394187,0.0301697563394187,0.0301697563394185,0.0301697563394188,0.0301697563394187,0.0301697563394185,NA,NA,NA,NA,NA
3112_19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0342559461638948,0.0342559461638949,0.0342559461638947,0.0342559461638949,0.0342559461638948,0.0342559461638948,0.0342559461638948,0.0342559461638949,NA,NA,NA
3112_20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0342559461638948,0.0342559461638949,0.0342559461638947,0.0342559461638949,0.0342559461638948,0.0342559461638948,0.0342559461638948,0.0342559461638949,NA,NA,NA
3114_23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102587242510539,0.102587242510539,0.10258724251054,0.10258724251054,0.102587242510539,0.10258724251054,0.102587242510539,0.10258724251054,NA,NA,NA
3114_24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102587242510539,0.102587242510539,0.10258724251054,0.10258724251054,0.102587242510539,0.10258724251054,0.102587242510539,0.10258724251054,NA,NA,NA
3116_27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146786730166664,-0.146786730166664,-0.146786730166664,-0.146786730166664,-0.146786730166664,-0.146786730166663,NA,NA,NA,NA
3116_28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146786730166664,-0.146786730166664,-0.146786730166664,-0.146786730166664,-0.146786730166664,-0.146786730166663,NA,NA,NA,NA
3117_29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226591866276697,0.0226591866276696,0.0226591866276695,0.0226591866276696,0.0226591866276697,0.0226591866276695,NA,NA,NA,NA
3117_30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226591866276697,0.0226591866276696,0.0226591866276695,0.0226591866276696,0.0226591866276697,0.0226591866276695,NA,NA,NA,NA
3115_25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0578372469397213,0.0578372469397213,0.057837246939721,0.0578372469397213,0.0578372469397211,0.0578372469397213,NA,NA,NA
3115_26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0578372469397213,0.0578372469397213,0.057837246939721,0.0578372469397213,0.0578372469397211,0.0578372469397213,NA,NA,NA
3118_31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212984366136212,0.212984366136212,NA,NA,NA,NA,NA,NA
3118_32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212984366136212,0.212984366136212,NA,NA,NA,NA,NA,NA
3113_21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0969195199792059,-0.0969195199792058,-0.0969195199792059,-0.0969195199792059,NA,NA,NA,NA
3113_22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0969195199792059,-0.0969195199792058,-0.0969195199792059,-0.0969195199792059,NA,NA,NA,NA
661_9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0198110130742685,0.0198110130742682,0.0198110130742684,0.0198110130742684,NA,NA,NA,NA
661_10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0198110130742685,0.0198110130742682,0.0198110130742684,0.0198110130742684,NA,NA,NA,NA
3111_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119_33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119_34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
