"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54"
"1" 1 0.00390313596841392 0.00235559963031664 0.000778091004694292 0.000474184312457983 0.000742317285645267 0.000182618449850407 -0.000423281511371127 0.000265583927699052 0.00204699282265403 0.00384907992894209 0.002708674745391 0.0018829838091714 0.00123119274477912 0.00104657965126989 0.00103272479180043 0.00134778277881818 0.00227677623579 0.00304226593334653 0.00225504343364698 -9.04726759738218e-05 -0.00218504466731776 -0.00267453312672137 -0.00228688021876657 -0.00230515327460646 -0.00237107632344742 -0.00132911108447165 0.000382278619857879 0.000818208754945469 -0.000697858617722281 -0.0024249154357238 -0.00246814336833612 -0.000998389008846897 0.000601751011894856 0.00167355548777418 0.00217990067787972 0.00157843281211005 -0.00056487016422956 -0.00310413223809976 -0.00408590234556109 -0.00323202008391745 -0.00224806916958334 -0.00221303972219252 -0.00208715964592776 -0.000713669185767283 0.000939373511420996 0.000963123641738289 -0.000700055319597696 -0.00216224079708398 -0.0021828869842881 -0.00110757009098103 -0.000633728545504023 -0.00431322274196052 NA
"2" 1 -0.0894936637645336 -0.0619882426061307 -0.0554947739521173 -0.0811166284182607 -0.0810583352104426 -0.0447377405794247 -0.049137422261122 0.00255802288617154 0.0287984270803607 0.0279737805774139 0.0254799672231252 -0.020405123592788 -0.0254720419392977 -0.0213951644746105 -0.0058356697288821 0.0028263941272458 0.00749819701458201 0.0317410547430714 0.0313976726376678 0.0193914636752476 -0.0268796543679541 -0.0252655552765002 0.00705674704834969 0.018518503237172 0.0171714080080773 0.0265653935983301 0.0162919406749849 -0.0144503731073855 -0.0340443680287536 -0.0068041812145156 -0.0184828654656365 -0.0285662539127446 -0.0279605060938554 -0.00292965325536584 0.0250202080018926 0.0234484464633633 -0.000894565918073475 -0.0197509667726821 -0.025859123923798 -0.024930255230108 -0.0294772792306578 -0.0192503694151021 0.00131348938959125 -0.00608902984085486 -0.0135611922973335 -0.0077934435791538 -0.00119980393722875 -0.0136316592660867 -0.0249500299324872 -0.0391201997366782 -0.0216690363839689 -0.017579108708244 NA
"3" 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0433147081700624 0.0433147081700622 -0.0509415822485153 -0.0509415822485153 -0.0509415822485155 -0.145197872667093 -0.145197872667093 NA NA -0.346360527529698 -0.170884591549911 0.0545496303479843 0.0493635822691264 0.0387966786416286 0.0249650741011122 0.0117127695361743 0.0300208332421839 0.0273989054745138 0.0852943618662343 0.0549574732701641 0.0330628475751464 0.0122386534608514 0.0145761189724874 0.0198407939465995 0.03579700033653 0.0173032498922669 0.00629259356262466 0.0336946794393783 -0.0196383849994605 0.0273900918163553 0.137543428292267 NA NA NA NA
"4" 1 -0.0011019681881623 0.000449557439099682 0.00421650406322625 0.00820293292609807 0.00837514169957044 0.00389634986906902 -0.000706311050538145 -0.000915603190241673 0.00188116286339624 0.00259013286607857 0.00042265719227347 -0.00281288913030313 -0.00285397666154942 -0.000635819919291173 0.000842364393157115 0.00103429378070316 0.00183115734550181 0.00398824092963977 0.0058054022721823 0.00560068949245202 0.00404771682211549 0.00343067725888492 0.00521280309527136 0.0086544093979698 0.0113689683580143 0.0110797733100195 0.00733229379801419 0.00182680159203551 -0.00303483824603283 -0.0058870489088537 -0.00649864040482349 -0.00458204335247235 0.000371009232087753 0.00744337300835143 0.0132265702391304 0.0138600271877395 0.00894221216570817 0.00295504477389749 0.00170731452306093 0.00678891776524145 0.0139442089354291 0.0174476823057362 0.0156599448743597 0.0114253765669087 0.00748895531328637 0.00349668712643686 -0.00153437239551573 -0.0056592697094364 -0.00553174430255257 -0.00107814213712306 0.00253371820020285 0.000146313426061685 NA
"5" 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00700406637554596 0.00700406637554618 0.00700406637554596 0.00700406637554596 0.0070040663755464 0.00700406637554596 0.00700406637554596 0.00700406637554596 0.00700406637554618 0.00700406637554618 0.00700406637554596 0.00700406637554596 0.00700406637554618 0.00700406637554618 0.00700406637554596 0.00700406637554596 0.00700406637554618 0.00700406637554596 NA NA NA NA NA
"6" 1 NA NA NA NA NA 0.00232133398238776 -0.0045475401706041 -0.0079328434243986 0.00406789524095241 0.00840951687385361 0.017926908308813 0.0134248220832913 0.00903012252748614 -0.0121841775612487 -0.0159334368501824 0.0526216041332544 0.0305044836730872 0.00677676207553243 -0.0242385948853603 -0.0388093386528856 -0.03776501039428 0.0235918051367152 0.0585442921096987 0.130321682674893 0.0139277296724312 0.00825018977574327 0.00847720420024771 0.040003584285322 0.0505473183117162 -0.00189244113345923 0.00187713277125987 0.000743572724703948 -0.0157495169654008 -0.014248080736788 -0.0143516851458097 -0.0169206598346259 0.0109203318894017 0.0120140389778906 0.0169665479734408 0.00967788249074959 0.011012566548453 0.0149121216466377 0.0205210679247212 -0.00140644948917834 -0.0148659944585842 -0.0348407736415803 -0.0569950011768764 -0.338417782508006 NA NA NA NA NA
"7" 1 0.0507768946162002 0.0247342104228389 -0.00692719903293594 -0.0159607125555083 -0.00479907436618432 -0.000680214359930787 -0.00248603524705653 0.00302860024574643 0.0151546299942315 0.0250414159976951 0.0314866603111859 0.0342467217355199 0.0326228567587475 0.0424536838130308 0.0179242296771598 0.00633457295210398 -0.0125857972077868 0.00278688436233672 0.000607240724001767 -0.00210874185205787 -0.00305955577868011 0.00442487324095922 0.038487894212305 0.0427708343177397 0.0239998872341324 -0.00758923651426896 -0.0403250835252822 -0.0461911250902556 -0.024877058347418 0.015447169530131 0.0436912745721561 0.0240168947578455 -0.0138216146755793 -0.0220962685282405 -0.018139647936396 -0.0169444361519805 -0.00436390203553887 0.00211807422518194 0.00795588566024582 0.00063167717586075 -0.00327012740323486 -0.00852834564256136 -0.0195233324037967 -0.0172031998844865 -0.013305693610358 -0.00525630843323397 0.001871736968041 0.0116839966427428 0.0111607939290173 0.00622862232088634 0.0047931328415565 0.012591659513096 NA
"8" 1 -0.00737159065409191 -0.00668960109382648 -0.00663479738294408 -0.007177383156431 -0.00758568051483751 -0.00709707124393971 -0.0044981168442658 -0.00118398119723365 0.00190770215056154 0.00481787739259583 0.00796937189155101 0.00959326512318143 0.00810739111843176 0.00442471899820567 0.000816116652566921 0.000415478349646247 0.00123048370301043 0.00154059443240167 0.00167929383923027 0.00326293126575193 0.00596433545630724 0.00681897390232302 0.0037194307394926 -0.00148639354680073 -0.00481459776134783 -0.00467587100521452 -0.00312404347556194 -0.0025412498040456 -0.00275046596058364 -0.00227055840469774 -0.00681107561139016 -0.00573551444493332 -0.00474108525509297 -0.00276270835346054 0.000101684706021466 0.00207375188541647 0.00197100120439298 0.000773754434812629 6.09922002723002e-05 -0.000349117855997752 -0.00175533948240255 -0.00252318991418859 -0.00288464206444176 -0.00321347487636371 -0.00479549921257379 -0.00787551626903169 -0.00976830021190517 -0.00768121595762552 -0.00597811420398486 -0.00507787558038266 -0.0050753577731679 -4.58666220873409e-05 NA
"9" 1 0.00826650571060224 0.0147232093800722 0.0414049485654273 0.027743160356978 0.0106818821522485 -0.00103236210624426 -0.0081393918681947 -0.0025871162563699 0.011035823076234 0.011689381632367 0.00999662317836265 0.00687399648858508 0.00399789139241071 -0.00341914092830353 -0.00850410096045216 -0.00579767144177851 0.0131175603132583 0.0376586237140074 0.0326711207418445 0.0261034108977002 0.0179607674247251 0.0131563118918453 0.00854689088983765 0.0152491984364804 0.0311837774489921 0.0364145855913723 0.0405742757381391 0.0276472475229073 0.0187887100998137 0.00686359877694829 -0.0124142441553094 -0.0107349771838823 -0.00807077233996488 0.0180296428418897 0.021165724028256 0.0244598809411355 0.0235705620509666 0.0237299584075338 0.0115334596354353 0.0171137966288415 0.0222819970996386 0.0222819970996386 0.0222819970996387 -0.00846060068182752 NA -0.066312782637332 -0.066312782637332 NA NA NA NA NA NA
"10" 1 0.0261140218131253 0.0220680632494699 0.00842261135104343 0.0028931137431466 -0.00466810598807419 -0.00800511819659175 -0.00752681996170838 -0.008672559610318 -0.00730076596782294 -0.00791597085597835 -0.0123584518689078 -0.013846967160314 -0.0124359025387191 -0.00737555578083627 0.00199827673222532 -0.00847742726297781 -0.0104511419614419 -0.010479184117745 -0.0108819558983242 -0.00632941326572306 -0.000685461975127117 -0.00294440478946133 0.000332716589951766 0.0100565899470504 0.00230732563301807 0.00166851873760785 0.0020828070996358 -0.00155682558556285 -0.000734016708407904 -0.00458030501837724 -0.00488471523789852 -0.00411320383190766 0.00115450577007563 -0.00298405675287874 -0.001539392364351 -0.00236780044420479 0.00125117219895459 0.000913837753031923 -6.26821334156302e-05 -0.000108354188896126 -0.00142132983209393 -0.00194048347395524 0.0041571822056961 0.0063544192099611 0.00793149347014839 0.00541798465754002 -0.000368806193456013 0.00421191596865915 0.00545021046351875 0.00767966164261171 0.00962151607200084 -0.000416632163479166 NA
