"","CI_low","CI_high","LPI_final"
"1970",1,1,1
"1971",1.00282314939103,1.04697386841334,1.02477405982006
"1972",1.00631846820773,1.07950188039906,1.04258292293645
"1973",0.996763186445357,1.09719440344248,1.0460847611358
"1974",0.985163096138714,1.10446227889466,1.04366031089516
"1975",0.967497767325345,1.10361327524433,1.03368961691906
"1976",0.944618418944517,1.09103501865613,1.01461819579798
"1977",0.921584970125959,1.07752903698661,0.995366605743972
"1978",0.914637065096417,1.07478623999766,0.989694782075937
"1979",0.914236197990621,1.07795837989892,0.991059754840433
"1980",0.918363109420099,1.08788839221088,0.997701281533639
"1981",0.922779156342027,1.10049514664182,1.00550242638027
"1982",0.922214013139003,1.10887763489687,1.00838124204199
"1983",0.923146793081514,1.11966727900165,1.01335710672989
"1984",0.920593865511657,1.13109885739501,1.01741902735199
"1985",0.91992155157174,1.13884806271702,1.02025809879491
"1986",0.916832752566038,1.13892285910276,1.01943708644617
"1987",0.907075877034854,1.12980661629515,1.0108500477865
"1988",0.90133249512333,1.12536739392739,1.00585102287457
"1989",0.88908077950104,1.11610737884581,0.995727473533521
"1990",0.881001578363071,1.11118946946679,0.988687145278668
"1991",0.868352249467352,1.10197428914073,0.978184215944341
"1992",0.859154773759269,1.09662334020677,0.970291130562388
"1993",0.865059152195401,1.10525991485958,0.978187512826978
"1994",0.879867305071569,1.13100472765026,0.996575505899621
"1995",0.885127524856443,1.14502815809344,1.00450807258768
"1996",0.894039313831514,1.16129061403905,1.01734182524649
"1997",0.891382632641233,1.16268491213873,1.01633963753429
"1998",0.87577577676971,1.14333329719544,0.998342832012357
"1999",0.856091397283805,1.12364454293561,0.97871289599726
"2000",0.847919369266613,1.11791793838431,0.970748285063869
"2001",0.84486516206402,1.12103131125855,0.970434702093765
"2002",0.839744228442355,1.12357325052907,0.968463828193066
"2003",0.833325416181137,1.11627266663478,0.962049446799558
"2004",0.830868022374172,1.1169394692419,0.961153644602194
"2005",0.835019305196031,1.12349219508545,0.966366126041893
"2006",0.83547611070332,1.12591498928508,0.967822032070452
"2007",0.838354241741527,1.13280009290961,0.972646239490447
"2008",0.836302287224654,1.13466559227936,0.972303750409955
"2009",0.832313919238819,1.13348797323159,0.969473863798747
"2010",0.828458988257797,1.13124380121408,0.966549270330212
"2011",0.824398029683051,1.1304427349478,0.963464925170245
"2012",0.820306748417432,1.1271128673171,0.960368214323564
"2013",0.82132823010787,1.12965001350947,0.96173504722864
"2014",0.823251110106242,1.13661921432117,0.966140265705039
"2015",0.828157054247924,1.14823670947058,0.972801308496067
"2016",0.831697730680251,1.15593713087216,0.978690478589527
"2017",0.825748346142759,1.1501638728971,0.973285103160072
"2018",0.801045456172155,1.12548953741288,0.948778374843186
"2019",0.799295072013861,1.12997424201675,0.950320706448145
"2020",0.792110455603539,1.12957878922165,0.945329711851356
"2021",0.789057316952768,1.13761691231408,0.947352209055431
"2022",0.787355046162288,1.14939512679498,0.950219288184932
