"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,0.00826650571060224,0.0147232093800722,0.0414049485654273,0.027743160356978,0.0106818821522485,-0.00103236210624426,-0.0081393918681947,-0.0025871162563699,0.011035823076234,0.011689381632367,0.00999662317836265,0.00687399648858508,0.00399789139241071,-0.00341914092830353,-0.00850410096045216,-0.00579767144177851,0.0131175603132583,0.0376586237140074,0.0326711207418445,0.0261034108977002,0.0179607674247251,0.0131563118918453,0.00854689088983765,0.0152491984364804,0.0311837774489921,0.0364145855913723,0.0405742757381391,0.0276472475229073,0.0187887100998137,0.00686359877694829,-0.0124142441553094,-0.0107349771838823,-0.00807077233996488,0.0180296428418897,0.021165724028256,0.0244598809411355,0.0235705620509666,0.0237299584075338,0.0115334596354353,0.0171137966288415,0.0222819970996386,0.0222819970996386,0.0222819970996387,-0.00846060068182752,NA,-0.066312782637332,-0.066312782637332
