population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
348_1,1,0.0620192838804474,0.0614983590313449,0.0602413954528909,0.0583276807258963,0.056162437185268,0.0541261156085606,0.0524908910262925,0.0517800435208695,0.0527835082499344,0.0556703059415451,0.0591255341618115,0.0609668708996463,0.0600249665976662,0.0572362404377387,0.0545932576962747,0.0531729279643267,0.0525333358788771,0.051903368956129,0.051346167044243,0.0514224399354237,0.0521080042253814,0.0526484020256204,0.0525353302777827,0.0521560609797556,0.0521621350745827,0.0523857369840846,0.0517151265711577,0.0490913050149135,0.0444959983279425,0.0389969149958329,0.0340223832963531,0.0305948093639641,0.0289373164101105,0.0284683133442343,0.0281540791936203,0.0271369144918934,0.0252734876522966,0.0231380592724824,0.0214906057287614,0.0207085653906391,NA,NA,NA,NA,NA,NA,NA
349_2,1,-0.028385972062722,-0.0141742034283725,-0.00303419646993719,-0.00903578425218043,-0.023314082147901,-0.0269533952958696,-0.0155122123322826,-0.000802906422701088,0.00551406923361819,-0.000411450787424439,-0.0186766446973361,-0.0437596398137083,-0.0582743708984172,-0.0428611167752382,0.000494045293216505,0.044147944229084,0.0622454884371049,0.0568435496582733,0.0491407872875218,0.0508197660322596,0.0551915703396255,0.0541061515154997,0.0503069105765284,0.0494999868829784,0.0507893188901503,0.05146627128648,0.0536377481564396,0.0584140565211513,0.0592127925230943,0.050121112297917,0.038079712061339,0.0367963998203433,0.0480523187162434,0.0580731026296051,0.0553247842181634,0.0443027442726542,0.0372497952947484,0.0385123671742731,0.0429858250859292,0.045610429291064,NA,NA,NA,NA,NA,NA,NA
531_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207409913598926,0.207409913598926,0.207409913598926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170_1,1,-0.0107565601056567,0.0117256601220976,0.0336250197475225,0.0337072246391328,0.0188188081780769,0.00960961277598393,0.0120005607165847,0.0165054182196647,0.0173845108787312,0.0175195743999268,0.0175987137775504,0.014855291375321,0.0129156781585111,0.0195432338987649,0.0314221395032259,0.0337147085616012,0.021062711130635,0.00818754615845219,0.0104287611127392,0.0221154170317401,0.0258848052075225,0.0183748048848802,0.0130702483005498,0.0179442822634543,0.0237544464481934,0.0193960724414364,0.00838844871985422,0.00216406619090481,0.00356722846550106,0.00596438636729246,0.00556144533589009,0.00548342268398816,0.00728787352927185,0.0064208772812604,-0.000264461733588739,-0.00741236470536233,-0.00657239179099545,0.0026573287915026,0.0112611733739651,NA,NA,NA,NA,NA,NA,NA,NA
542_3,1,-0.0258261036311169,-0.0324813272489256,-0.0456797215470378,-0.0633114058522998,-0.0821794452505181,-0.0990522740875197,-0.111231145020301,-0.117226613720233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543_4,1,0.0633049462883184,0.0500451076821913,0.0221426377101055,-0.0184852788937627,-0.06647684060911,-0.113612439703715,-0.150257990052711,-0.169175659045282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037320071878006,0.0373200718780078,0.0373200718780069,0.0373200718780078,0.0373200718780069,0.0373200718780069,0.0373200718780078,0.0373200718780069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258_5,1,NA,NA,0.115159716941176,0.105333948836303,0.0853445261150161,0.0591102872942928,0.0335863922322184,0.0151836617816836,0.00625181249008078,0.00308009853619984,-0.00144336717463034,-0.00893750241157587,-0.0194023071746416,-0.0328377814638121,-0.0492439252790997,-0.0682333341335406,-0.0871536247251794,-0.0999363176466423,-0.100398593527647,-0.0876494243484598,-0.0632047520462997,-0.0293664401799032,0.00474510595625643,0.031289965956018,0.0490299472196556,0.0617499065053368,0.0704464255887838,0.0751195044699822,0.0757691431489347,0.0723953416256493,0.0654339497260579,0.0566283667539493,0.0464144425352444,0.0358487069147353,0.0294507109083813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258_6,1,NA,NA,0.115159716941176,0.105333948836303,0.0853445261150161,0.0591102872942928,0.0335863922322184,0.0151836617816836,0.00625181249008078,0.00308009853619984,-0.00144336717463034,-0.00893750241157587,-0.0194023071746416,-0.0328377814638121,-0.0492439252790997,-0.0682333341335406,-0.0871536247251794,-0.0999363176466423,-0.100398593527647,-0.0876494243484598,-0.0632047520462997,-0.0293664401799032,0.00474510595625643,0.031289965956018,0.0490299472196556,0.0617499065053368,0.0704464255887838,0.0751195044699822,0.0757691431489347,0.0723953416256493,0.0654339497260579,0.0566283667539493,0.0464144425352444,0.0358487069147353,0.0294507109083813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257_4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,0.00156290674084003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00600644044499621,-0.006006440444982,-0.00600644044471643,-0.00600644044405962,-0.0060064404432012,-0.00600644044257592,-0.0060064404425133,-0.00600644044301823,-0.00600644044385268,-0.0060064404447866,-0.00600644044572052,-0.00600644044666332,-0.00600644044763676,-0.00600644044862486,-0.00600644044955878,-0.00600644045029597,-0.00600644045068766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256_2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00600644044499621,-0.006006440444982,-0.00600644044471643,-0.00600644044405962,-0.0060064404432012,-0.00600644044257592,-0.0060064404425133,-0.00600644044301823,-0.00600644044385268,-0.0060064404447866,-0.00600644044572052,-0.00600644044666332,-0.00600644044763676,-0.00600644044862486,-0.00600644044955878,-0.00600644045029597,-0.00600644045068766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527_7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134578559967234,0.134578559967234,0.134578559967234,0.134578559967234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527_8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134578559967234,0.134578559967234,0.134578559967234,0.134578559967234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528_9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054741337808883,0.0547413378088832,0.054741337808883,0.054741337808883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528_10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054741337808883,0.0547413378088832,0.054741337808883,0.054741337808883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2999_11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.066312782637332,-0.066312782637332
2999_12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.066312782637332,-0.066312782637332
187_1,1,NA,NA,NA,0.0159270224456276,0.0159270224456272,0.0159270224456276,0.0159270224456276,0.0159270224456272,0.015927022445628,0.0159270224456272,0.0159270224456272,0.015927022445628,0.0159270224456272,0.0159270224456276,0.0159270224456276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
