population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
4292_1,1,0.0206051505136386,0.0206051505136391,0.0206051505136391,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136378,0.0206051505136386,0.0206051505136395,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136386,0.0206051505136395
4427_1,1,-0.00299795504937395,-0.00299958701057257,-0.00292487192003965,-0.00270110200136653,-0.00235466422720476,-0.00200671215274806,-0.00175035999482209,-0.001523229735098,-0.00113028183523745,-0.000443333534497548,0.00039293348470304,0.00097611112249596,0.000933172293386741,0.000258058294621,-0.000624196882622385,-0.00117820502193089,-0.00120367830260748,-0.000985835625157527,-0.000998852036750986,-0.00146070960488243,-0.00217207326385593,-0.00273351558681689,-0.00284032727404671,-0.00236810823047839,-0.00129554727942793,0.000317244665050342,0.00225042142021759,0.00410754070339114,0.00546176248097097,0.00605970110058696,0.00590622826725262,0.0051692331847728,0.00399820537451623,0.00242684684163064,0.00046902784521774,-0.00168569361064619,-0.00363469363472246,-0.00499649765145316,-0.00566614771705631,-0.00576250081588059,-0.00535109622256935,-0.00437075080448279,-0.00289230943453578,-0.00128469877640291,5.90758140637249e-05,0.00110825580584129,0.00212558401733443,0.00321478718283319,0.00413280977764763,0.00462296691759878,0.00475123334081862,NA
4427_2,1,-0.00299795504937395,-0.00299958701057257,-0.00292487192003965,-0.00270110200136653,-0.00235466422720476,-0.00200671215274806,-0.00175035999482209,-0.001523229735098,-0.00113028183523745,-0.000443333534497548,0.00039293348470304,0.00097611112249596,0.000933172293386741,0.000258058294621,-0.000624196882622385,-0.00117820502193089,-0.00120367830260748,-0.000985835625157527,-0.000998852036750986,-0.00146070960488243,-0.00217207326385593,-0.00273351558681689,-0.00284032727404671,-0.00236810823047839,-0.00129554727942793,0.000317244665050342,0.00225042142021759,0.00410754070339114,0.00546176248097097,0.00605970110058696,0.00590622826725262,0.0051692331847728,0.00399820537451623,0.00242684684163064,0.00046902784521774,-0.00168569361064619,-0.00363469363472246,-0.00499649765145316,-0.00566614771705631,-0.00576250081588059,-0.00535109622256935,-0.00437075080448279,-0.00289230943453578,-0.00128469877640291,5.90758140637249e-05,0.00110825580584129,0.00212558401733443,0.00321478718283319,0.00413280977764763,0.00462296691759878,0.00475123334081862,NA
4427_3,1,-0.00299795504937395,-0.00299958701057257,-0.00292487192003965,-0.00270110200136653,-0.00235466422720476,-0.00200671215274806,-0.00175035999482209,-0.001523229735098,-0.00113028183523745,-0.000443333534497548,0.00039293348470304,0.00097611112249596,0.000933172293386741,0.000258058294621,-0.000624196882622385,-0.00117820502193089,-0.00120367830260748,-0.000985835625157527,-0.000998852036750986,-0.00146070960488243,-0.00217207326385593,-0.00273351558681689,-0.00284032727404671,-0.00236810823047839,-0.00129554727942793,0.000317244665050342,0.00225042142021759,0.00410754070339114,0.00546176248097097,0.00605970110058696,0.00590622826725262,0.0051692331847728,0.00399820537451623,0.00242684684163064,0.00046902784521774,-0.00168569361064619,-0.00363469363472246,-0.00499649765145316,-0.00566614771705631,-0.00576250081588059,-0.00535109622256935,-0.00437075080448279,-0.00289230943453578,-0.00128469877640291,5.90758140637249e-05,0.00110825580584129,0.00212558401733443,0.00321478718283319,0.00413280977764763,0.00462296691759878,0.00475123334081862,NA
4387_1,1,-0.000133787021729947,-0.000133787021749487,-0.000133787021789011,-0.000133787021838971,-0.000133787021909582,-0.000133787022014387,-0.000133787022166043,-0.000133787022351672,-0.00013378702256106,-0.000133787022799758,-0.00013378702308775,-0.000133787023445242,-0.000133787023868681,-0.000133787024337195,-0.000133787024819254,-0.000133787025285548,-0.000133787025710763,-0.000133787026087573,-0.000133787026424637,-0.000133787026727505,-0.000133787026989296,-0.000133787027197574,-0.000133787027348564,-0.000133787027453813,-0.000133787027505772,-0.000133787027483345,-0.000133787027360555,-0.000133787027138288,-0.000133787026827648,-0.000133787026437959,-0.000133787025968557,-0.000133787025421661,-0.000133787024821475,-0.000133787024204857,-0.000133787023598009,-0.000133787023012477,-0.000133787022451148,-0.000133787021911136,-0.00013378702139355,-0.000133787020912601,-0.000133787020483167,-0.000133787020124121,-0.000133787019838572,-0.000133787019616971,-0.000133787019447107,-0.000133787019304332,-0.000133787019169995,-0.000133787019045428,-0.000133787018943066,-0.000133787018877118,-0.000133787018850917,NA
4313_1,1,-0.028441668965727,-0.0283281957036994,-0.028026536538073,-0.0275341132008953,-0.0269502518306795,-0.0263688856246931,-0.0258032703684394,-0.0252402209571372,-0.0247054331686938,-0.0242306876718945,-0.0238113039759689,-0.0234519664743307,-0.0232107233077743,-0.0231338320106198,-0.0231775610506471,-0.02326050054083,-0.023374592259221,-0.0235804353764026,-0.023905389436341,-0.0243115788716568,-0.0247584461980639,-0.0252283688897692,-0.0256862369726498,-0.0260815353303174,-0.0264040818074471,-0.02667501372366,-0.0268696723776853,-0.0269221492094569,-0.0268349745349166,-0.0267131553455595,-0.0266477652802843,-0.0266315268369053,-0.0266365263804091,-0.0266996731523521,-0.0268527431947074,-0.027024165155511,-0.027103120175676,-0.0270662021738564,-0.026946553525828,-0.0267079770632157,-0.0262690057808772,-0.0256595232804666,-0.0250411453417341,-0.0245397841192201,-0.0241528810872422,-0.0238529820353133,-0.023669725174563,-0.0236013905540098,-0.0235480349027428,-0.0234343352653852,-0.0233264860305491,NA
4313_2,1,-0.028441668965727,-0.0283281957036994,-0.028026536538073,-0.0275341132008953,-0.0269502518306795,-0.0263688856246931,-0.0258032703684394,-0.0252402209571372,-0.0247054331686938,-0.0242306876718945,-0.0238113039759689,-0.0234519664743307,-0.0232107233077743,-0.0231338320106198,-0.0231775610506471,-0.02326050054083,-0.023374592259221,-0.0235804353764026,-0.023905389436341,-0.0243115788716568,-0.0247584461980639,-0.0252283688897692,-0.0256862369726498,-0.0260815353303174,-0.0264040818074471,-0.02667501372366,-0.0268696723776853,-0.0269221492094569,-0.0268349745349166,-0.0267131553455595,-0.0266477652802843,-0.0266315268369053,-0.0266365263804091,-0.0266996731523521,-0.0268527431947074,-0.027024165155511,-0.027103120175676,-0.0270662021738564,-0.026946553525828,-0.0267079770632157,-0.0262690057808772,-0.0256595232804666,-0.0250411453417341,-0.0245397841192201,-0.0241528810872422,-0.0238529820353133,-0.023669725174563,-0.0236013905540098,-0.0235480349027428,-0.0234343352653852,-0.0233264860305491,NA
4280_1,1,-0.00904183213113585,-0.0084246249852985,-0.00738555177342592,-0.00655096195222704,-0.00658069020583774,-0.00753908579302565,-0.00874807466370353,-0.00936610203478749,-0.0091187328727419,-0.00844795055158554,-0.00801070991613495,-0.00804381173328472,-0.00810456612397148,-0.00739712455148867,-0.00553078546345931,-0.00311598023571724,-0.00152133526987008,-0.00187209715152525,-0.00428658453412001,-0.00811905970915816,-0.0127337306674842,-0.0177670554617373,-0.0227105501581489,-0.0266037995284519,-0.028331584122761,-0.0271540979455275,-0.0230038921032533,-0.0165635918011454,-0.0091704447952784,-0.0023333092030432,0.00301913300866641,0.0068482699544199,0.00948772289656408,0.0109485044838742,0.0109057206858384,0.0092463619298675,0.00637588864722516,0.00300310210699717,-0.00018057380589509,-0.00268034694350983,-0.00439387983344075,-0.00574291697415741,-0.00735625093359904,-0.00940929423986836,-0.0113487602172213,-0.0123525948482944,-0.0119686766005002,-0.0103135427598358,-0.00793844963403834,-0.00569017926016202,-0.0044021224462637,NA
4439_1,1,-0.0334655288419312,-0.0303662423131004,-0.0274565621565002,-0.0276803552881952,-0.0294852908236185,-0.0287472096661447,-0.0236383422263593,-0.0154396023206187,-0.00529761126878148,0.0069661579103717,0.0200143536118487,0.0294912496736934,0.0316245105561059,0.0273781562904607,0.0209755134483669,0.0147394041535458,0.00750207091490873,-0.00188877383724018,-0.0118720903169194,-0.0197840512699472,-0.0239669733661465,-0.0228644173447927,-0.014258313846254,0.00169970352282189,0.0193815619856292,0.0305985116272565,0.0315065386820956,0.0250803885561495,0.0165262763125931,0.0083025471724254,0.00039796433316619,-0.00691262887384458,-0.0128575832921711,-0.0176876055725912,-0.0222017755051644,-0.0257981277734656,-0.0265301109064602,-0.0232927283895425,-0.0170748220465355,-0.0104050895053389,-0.00665634002028814,-0.00911310947414101,-0.0184233295809899,-0.0304629133861432,-0.038703796207159,-0.0400069126733098,-0.0371383640786391,-0.0348855697011425,-0.0350309461801512,-0.0361458747659422,-0.0367660452795331,NA
4270_1,1,-0.00122894179684385,-0.00122894179684407,-0.00122894179684652,-0.00122894179685629,-0.00122894179687649,-0.00122894179691047,-0.00122894179695843,-0.00122894179701838,-0.00122894179708255,-0.00122894179714694,-0.00122894179720467,-0.00122894179725286,-0.00122894179728839,-0.00122894179730459,-0.00122894179729593,-0.00122894179725797,-0.00122894179719113,-0.0012289417971012,-0.00122894179699773,-0.00122894179689337,-0.00122894179679012,-0.00122894179668354,-0.00122894179658073,-0.00122894179648458,-0.00122894179640487,-0.00122894179633715,-0.00122894179627231,-0.0012289417962017,-0.00122894179612754,-0.00122894179604804,-0.00122894179596722,-0.00122894179588062,-0.00122894179578714,-0.00122894179568744,-0.00122894179557798,-0.00122894179546207,-0.00122894179533861,-0.00122894179521427,-0.00122894179509037,-0.00122894179496558,-0.00122894179484545,-0.00122894179473731,-0.00122894179464583,-0.00122894179457145,-0.00122894179450594,-0.00122894179445332,-0.00122894179441158,-0.00122894179438693,-0.00122894179437649,-0.00122894179437227,-0.00122894179436939,NA
