"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
1,0.0016452382409049,-0.00191495321862231,-0.0037304967055643,-0.00564323415182034,-0.00628854422773398,0.000436983320457131,0.00193146973007548,0.0062452980276266,0.00814148310622231,0.00776557510561715,0.00542850967708207,0.00171414240472414,0.000687154421541032,0.000285937757237674,0.00240881527062546,0.00145321822100351,0.000586702374045482,0.00222426219025626,0.0014338481307292,0.00097719369628483,-0.000543025127228446,0.000398241173531668,0.00427524187513261,0.00175012984749727,-0.00134097223940051,0.000112225836095116,-0.00429479897183116,-0.00514306414432003,-0.0051582464251826,-0.00529304262987943,-0.001154889423462,-0.000783964065536057,-0.000827082045136048,0.000267882410027134,0.00119003884460558,4.6084381587807e-05,-0.000288630813536551,-0.00243631814069828,-0.00308188325794859,-0.00216910568760337,0.000801923890459378,0.000382704963671702,0.00194413150254195,0.00274620774670149,0.00322565982668626,0.00198045372444122,-0.00090633980703615,0.000565359238938999,0.0052446982506988,0.00426923529286673,-0.000268909456737178,-0.00426101013056007
