"LPI_final" "CI_low" "CI_high"
"1970" 1 1 1
"1971" 1.01071359220241 0.999629296539257 1.02225706509693
"1972" 1.01755324652867 1.00226475431786 1.03290055111611
"1973" 1.01914627494962 1.00118963544322 1.03733886349436
"1974" 1.01752824581413 0.997260976271156 1.03796093970974
"1975" 1.01206286035536 0.98963059210294 1.03488995819131
"1976" 1.00855250701889 0.984735477527613 1.03280712192076
"1977" 1.00577451163326 0.980307627480175 1.03157169612777
"1978" 1.00883751192396 0.981801939347496 1.03673442335411
"1979" 1.01608357609141 0.98760702805301 1.04530194133861
"1980" 1.0253076643404 0.995380078370895 1.05597857732677
"1981" 1.03217407905059 1.00123853667836 1.06388615096343
"1982" 1.03266833481135 1.00071571932769 1.06569770738117
"1983" 1.03263986557999 0.999622604970636 1.06662389575396
"1984" 1.03379867417214 0.999734900000683 1.06875996833777
"1985" 1.03724024347877 1.00204838623007 1.07334754096481
"1986" 1.0372228239763 1.00167753790807 1.07416430319445
"1987" 1.03423474477601 0.997985928434472 1.07213644716989
"1988" 1.03375587783278 0.996001009999443 1.07286662221365
"1989" 1.03215262761036 0.993639981137279 1.07221467516695
"1990" 1.03104072197299 0.991551050738158 1.07232667140493
"1991" 1.02765283917585 0.987170514137878 1.07007135899735
"1992" 1.02550738738841 0.98450006478433 1.06865764138546
"1993" 1.03211841318907 0.98918505460818 1.07673955434715
"1994" 1.04216506301636 0.997337545281007 1.08896560188688
"1995" 1.04517369464142 0.999806268067735 1.09239116000877
"1996" 1.05081326824152 1.00381296835033 1.10023634139889
"1997" 1.04996929657812 1.00267527644752 1.09981813801438
"1998" 1.04034887864713 0.991969850837311 1.09184379630411
"1999" 1.02855389715971 0.979654633559761 1.08029424924684
"2000" 1.02083387189846 0.972415395898169 1.07237564493968
"2001" 1.01710856680746 0.968406051835692 1.06943388287196
"2002" 1.01452095893295 0.964714635553872 1.06735376215438
"2003" 1.01175432635892 0.96127518063889 1.06525128829812
"2004" 1.01263901598954 0.961840666076915 1.06673805369609
"2005" 1.01737246902286 0.96595258853398 1.07276369440258
"2006" 1.01886888602531 0.966719349353735 1.07484766969049
"2007" 1.02011534774251 0.967314073144169 1.07662145084517
"2008" 1.01709228521454 0.964141588831951 1.07385608365898
"2009" 1.0124710291569 0.959167815687886 1.06909978330158
"2010" 1.00935156328678 0.955739844432989 1.06664311882882
"2011" 1.00789939956314 0.954252141664375 1.06527291177767
"2012" 1.00593964646574 0.951852361124958 1.06349929434736
"2013" 1.00697455754953 0.952457686994683 1.0644916557599
"2014" 1.01025102430639 0.955313677790523 1.06845484808153
"2015" 1.01626239954106 0.960136565512404 1.07568137769206
"2016" 1.02037118232943 0.963697608160239 1.08073266594085
"2017" 1.01683408348599 0.960500272425329 1.07708553046976
"2018" 1.01234321158549 0.955305901281634 1.07224453262694
"2019" 1.01640794273506 0.959423803176846 1.07758731845409
"2020" 1.02275660676722 0.963910937238093 1.08477785184226
"2021" 1.0273889697293 0.968223055226903 1.0902947770279
"2022" 1.02504866692162 0.965052192761639 1.08890174451057
"2023" 1.02504866692162 0.965052192761639 1.08890174451057
