"","CI_high","CI_low","LPI_final"
"1970",1,1,1
"1971",1.01364066170987,0.993576753930352,1.00336710832266
"1972",1.02056722697841,0.982068441127696,1.00085244703785
"1973",1.02313749874294,0.967311967756024,0.994361127609655
"1974",1.02396476594259,0.952802603488671,0.98676467239854
"1975",1.02406914757904,0.93871213860853,0.978828935207086
"1976",1.02400146185505,0.933556036930962,0.976050177244869
"1977",1.02301480614308,0.926918032685009,0.972182245453181
"1978",1.02461059891002,0.92428686938658,0.971993393620036
"1979",1.02912111613303,0.926007175402949,0.975263577086615
"1980",1.03676212261274,0.93059227410117,0.981562100614734
"1981",1.04308877249449,0.93412503630752,0.986699074649691
"1982",1.04536553169252,0.931905890852876,0.986283041402952
"1983",1.04702848107499,0.929028820219971,0.985897509989577
"1984",1.05192215243807,0.927884301632073,0.987179986222546
"1985",1.05663059236011,0.929523483595311,0.990124656244721
"1986",1.05777255144746,0.927439722371194,0.989799422648255
"1987",1.05552866739242,0.922821986575169,0.986337099279646
"1988",1.05529294198136,0.920078914902503,0.984345876027322
"1989",1.05337145822562,0.91515437259553,0.980993921112744
"1990",1.05183981520457,0.910973381044158,0.97816356064133
"1991",1.04750163431394,0.903236179546933,0.972278894316025
"1992",1.04372741312921,0.896752740721993,0.966716364654235
"1993",1.04903229239905,0.89769394731751,0.96920044952445
"1994",1.05580613428044,0.900418254809719,0.974035310525133
"1995",1.05555844296098,0.898046970311272,0.973408540115255
"1996",1.05996545334094,0.899188981920219,0.97651113754933
"1997",1.0580879300635,0.89604503997305,0.974192541815106
"1998",1.04924963324147,0.883582188207213,0.963235571390133
"1999",1.03806496431542,0.869907995153513,0.950453536875683
"2000",1.02797684685939,0.858573835495512,0.939583635140804
"2001",1.02163823167982,0.848679117578523,0.931098653914349
"2002",1.01555888787539,0.839886536749535,0.923143184849024
"2003",1.00854672073222,0.83030206860158,0.914809235322106
"2004",1.00695381485602,0.827093089610387,0.912656004028036
"2005",1.01031787504185,0.829445250898603,0.916215681528741
"2006",1.01242945558842,0.829059262738396,0.916828178807264
"2007",1.01471404739647,0.827876374438343,0.916765317332517
"2008",1.01187558274048,0.823660544002163,0.913174522928991
"2009",1.00891338454253,0.818185654119284,0.908329222700473
"2010",1.00637247642943,0.813736988364742,0.90479976072022
"2011",1.00384924262634,0.809192515017733,0.90161352752036
"2012",1.00121736341583,0.804406150711817,0.897871347419332
"2013",1.00057813858233,0.801469717956483,0.895866066245576
"2014",1.00221555132027,0.800294764797816,0.895819743074916
"2015",1.00428832254215,0.798872796124268,0.896477181017976
"2016",1.00380353443101,0.794595336682023,0.894018598567582
"2017",0.996407722767256,0.785805274615298,0.885932827340506
"2018",0.987351263291014,0.776905862057667,0.876735323414907
"2019",0.986711238658783,0.774992406859647,0.875509013398954
"2020",0.987328544221104,0.773637396609559,0.874736841442149
"2021",0.982877545611481,0.766969240510226,0.868998012616342
"2022",0.971377966376642,0.751494204587262,0.854155421087472
