"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"./01_outdata/zeros_lpi4_pops.txt",1,0.00454115167764548,0.00296392836679916,0.000738924587435238,-0.000263582374466091,-0.00175360061274813,-0.00193633243181966,-0.00227231902566484,-0.000451481060363085,0.00128202754136017,0.00275886647575132,0.00220387424054106,-7.6086589010526e-06,6.53078369937452e-05,0.000817628032999297,0.00151045818313678,0.00035439203299597,-0.000935489953728553,6.0772661924849e-05,-0.000522302709282997,-0.000520969687604612,-0.00166131701560209,-0.00152307439391523,0.00191806134290322,0.00288182677513616,0.000326108242143427,0.00182386600721143,-0.000947997420287721,-0.0048535080989885,-0.0055835954257723,-0.00315511025418122,-0.00130143662857449,-0.000383273900795731,-0.000735882827717356,0.000466318497903308,0.0021061525357667,0.000732713452519886,0.000797095992063281,-0.0013219017057247,-0.00207493737893114,-0.00141716906124695,-0.000709117138292025,-0.00105249070951843,1.65401143133837e-05,0.00097720418361075,0.00233279323051017,0.00164543471210912,-0.00175760226203603,-0.00247029858044019,0.00088445835678582,0.00194769817694423,0.00166528712410482,-0.000996076599455479,NA
