"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
1,0.00968319519966598,0.00782050648159841,0.00456075633882743,0.00412654589237066,0.0027937754615495,0.000902918734782945,-0.000706202371898008,-9.15377925073523e-05,0.00195082379177473,0.00368108585930956,0.00326192482543838,0.0017418610813921,0.00151924227220198,0.00232476592811482,0.00309190090546007,0.00395215653739553,0.00361293322612549,0.00345489498311296,0.00295128814740081,0.00211460776144993,-0.000572453707399483,-0.00195298656605503,0.000237083737232732,0.000747376781869831,0.001152119806922,0.00153623899244895,-0.000267158235458666,-0.00391434517762141,-0.00598747550615859,-0.00485705301399172,-0.00443873355090052,-0.00367106257872088,-0.00303349838133907,0.000314097071360327,0.00289967360656589,0.00289175145105132,-0.000313344315801465,-0.00331056023576421,-0.00485529350776474,-0.00443434612799483,-0.0032674554177722,-0.00165354459700664,0.000164321583765141,0.0015378896504385,0.00157558660356073,-0.000908085725872956,-0.00367380975990799,-0.00502730809358261,-0.00185236899482282,-0.000962361895003538,-0.00111326280004806,-0.00243812419923354
