"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/75complete_2pts_pops.txt",1,0.00696224299288069,0.00628899209600121,0.00356594041516344,0.0018606175172238,-0.000682498363446499,-0.00254712361861135,-0.00327240699145616,-0.000235874715503103,0.00266028443288162,0.00483906487770014,0.00445693375108066,0.00222490816745305,0.0022542217070318,0.00312064973552665,0.00265916200996312,0.0028184046955733,0.0014682515914081,0.00232774637805739,0.00117372128382291,0.000872175329505668,-0.0037438533814211,-0.00369236990352434,0.000304653285871664,0.00334193706060587,5.43637517433678e-05,-0.00013222334297227,-0.0014300448547561,-0.00658664960205709,-0.00713429555106021,-0.00483130857306212,-0.00310137906518988,-0.00237670163930854,-0.001197637654429,-0.000399446069976749,0.00143397335577249,-0.00122813045522636,-0.00418297689790992,-0.0100321606683079,-0.00654284700767391,-0.00646496179632822,-0.00641757054425745,-0.00674221073624336,-0.00316799332130797,-0.00074129274610112,-0.000376618520912929,-0.00355089679113136,-0.0069503397855179,-0.00482559101182728,-0.00166406734326262,-0.00142102013345484,-0.000867134550460723,-0.00101645448055032,NA
