"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/lower_threshold_5_pops.txt",1,0.00564523145866127,0.00497541968303355,0.00339881508747504,0.00284809692149788,0.00196092933664037,0.000545064120060801,-0.00016140693666193,0.0011011146218557,0.00302196191395972,0.00462445503265447,0.00470353100684599,0.00362640207257584,0.00354712289959097,0.00397785499343345,0.00358314879504397,0.00324285834094124,0.00175999482697231,0.00258461240952819,0.00208756834472964,0.00145643065862506,-0.000300473809012678,4.63043125530891e-05,0.00394812733135673,0.00561851819052736,0.00304142543257531,0.00372066132786486,0.00102181019001383,-0.00296515479334417,-0.004247006456165,-0.00152083995905437,-0.000156134309066467,0.000444852722331277,0.000412977603207739,0.00194189819170579,0.00434209124840053,0.00396809244002341,0.00430700304097301,0.00220573057015468,0.00133885706219029,0.00184602038988658,0.00236211142030391,0.00219096770808047,0.00297575603895671,0.00388341865605857,0.00450575498540485,0.00324837794341816,-8.42845867833297e-05,-9.02411765173408e-05,0.00279040737038783,0.00403207595504956,0.00475467770171194,0.00378211957403853,NA
