"LPI_final" "CI_low" "CI_high"
"1970" 1 1 1
"1971" 1.0037910705236 0.994242645730401 1.01301953468771
"1972" 1.00485575777304 0.992126697168373 1.01730656416523
"1973" 1.00031714922395 0.985222641690533 1.01505027551603
"1974" 0.993143006325697 0.975637491825032 1.01014905426344
"1975" 0.983785485682248 0.963766872167191 1.0028574863108
"1976" 0.973702014968007 0.952489473431023 0.99423590347765
"1977" 0.962753617821721 0.940307241182303 0.984884072718595
"1978" 0.956123911638646 0.932401164390198 0.980038750532633
"1979" 0.953916872493177 0.929142828026548 0.978444008045327
"1980" 0.955793041932208 0.930223244537199 0.980930993439241
"1981" 0.955781875282307 0.929445715315636 0.982262602029258
"1982" 0.949201889419124 0.922514859693363 0.976457561076957
"1983" 0.941945053046828 0.914458390278757 0.969744303423736
"1984" 0.936086034754945 0.908176632558868 0.96434953202005
"1985" 0.933286581681121 0.904910189880003 0.961882894782926
"1986" 0.929139019776296 0.900223835224485 0.958671520148967
"1987" 0.923276271375629 0.894429848271036 0.953499249021197
"1988" 0.921725619009487 0.892218056007552 0.952902736098884
"1989" 0.918473609292636 0.887934510229391 0.950309651378911
"1990" 0.913915841010929 0.882291276105914 0.946560173882398
"1991" 0.905976569231346 0.873994059910046 0.939259403024939
"1992" 0.898036802442905 0.865823762402165 0.931858090399444
"1993" 0.897060577637504 0.863986967093453 0.932204897461207
"1994" 0.899360162806559 0.864367521941697 0.936561586319926
"1995" 0.896498509646907 0.860423551205163 0.934331541168326
"1996" 0.896175768551106 0.859498289842849 0.934922986577237
"1997" 0.890177331450229 0.852803783059385 0.929286184673213
"1998" 0.872932951091506 0.835290602349204 0.912153098042449
"1999" 0.853531939555827 0.815969944817884 0.892770998086607
"2000" 0.840138005480534 0.802711273273396 0.879460517315558
"2001" 0.829265783023839 0.792031067650079 0.868604444262335
"2002" 0.820182010605672 0.782576736389049 0.860276514957206
"2003" 0.811437350446044 0.773735774144193 0.851368697248404
"2004" 0.807007973387856 0.769172460939151 0.846969586122633
"2005" 0.8064458425483 0.76796794177518 0.847042300351056
"2006" 0.804101507030749 0.765682628559375 0.844743557937571
"2007" 0.801866988094831 0.763162862836978 0.842941307023107
"2008" 0.795951393017367 0.75723918189404 0.836875145802006
"2009" 0.788352424411333 0.749432686206953 0.82912798601366
"2010" 0.781894334238808 0.743000848379161 0.822756168120584
"2011" 0.776477974064555 0.737057625208362 0.817646928767681
"2012" 0.77108687299831 0.731994109750967 0.812693668530338
"2013" 0.767909702591936 0.727969896759465 0.809408618897444
"2014" 0.766429629332804 0.726435994317421 0.808276005336758
"2015" 0.767108503301516 0.726965670531375 0.809069402333764
"2016" 0.766902153378332 0.726573669648019 0.809645775418972
"2017" 0.761853143931118 0.72124927378485 0.803957918955787
"2018" 0.75438544513517 0.713522054952285 0.797352224696284
"2019" 0.751435130220543 0.710317333303043 0.79442752022986
"2020" 0.74985367343414 0.708047651113423 0.793483568176533
"2021" 0.748232039398625 0.706208381560148 0.792678089975301
"2022" 0.74231009892146 0.69945075591945 0.787921693039394
"2023" 0.74231009892146 0.69945075591945 0.787921693039394
