"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
1,0.00308566193136798,0.00343128904327156,0.00165503853033662,0.000721482422563206,0.000557386106061504,-0.000792440829166656,-0.00291464979355411,-0.00181881745721891,0.00083212854261279,0.00263202414078216,0.0023705945595425,-0.000601054611044813,-0.000911562942966845,-0.000227622590101715,0.000974850088993146,0.00142221375631695,0.000102168286243316,0.00182912934172293,0.00157407345005959,0.00106990274734359,-0.000957545163543931,-0.00102471521067968,0.00137404180153697,0.00261058181127331,-0.000240317345851766,0.000448630931937535,-0.00220948163773932,-0.00690847993992854,-0.00832554607039718,-0.00508121666211286,-0.00386443640424313,-0.00300727266997785,-0.0033448988386853,-0.00123229899004083,0.00196208534667302,0.00178256801707793,0.00143239775239132,-0.000992272910471685,-0.00185244482293529,-0.000833598785094782,-0.000809425740828244,-0.000307684198955849,0.000375881066551015,0.00122433917933436,0.00211208121453303,0.000872606002408991,-0.00140433066537912,-0.00218191388447122,0.000680271893721395,0.00213967629873309,0.00274198739783013,0.0020140188395085
