"filename","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"01_outdata/baseline_years/1995/loglinear/C-LPI_pops.txt",1,0.00230090323342794,-0.000116296764133395,-0.00371953796961853,-0.00778371195055115,-0.00173460648872789,-0.00166296741759535,-0.00471101545103461,0.00338935905984312,0.0137420842975273,-0.00216219703862166,0.00365305263563614,-0.0114371413129004,0.00564227339145706,-0.00590464964300179,0.00141931248561621,0.00874685216414996,0.00549472380262772,-0.00545348513903105,-0.0144879830622639,0.00656429851504215,0.0109125203957385,-0.00894423841686904,-0.00309331807327005,0.000708896207305352,0.000891522788322969,0.00512947929180708,0.00125891932070789,NA
